Hướng,Đường trước nhà(m),Loại BDS,Pháp lý,Số lầu,Số phòng ngủ,Giá(Tỷ),Diện tích(m2),Tỉnh/ Thành phố,Quận/ Huyện,Mật độ dân số (người/km²),GRDP(%)
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Nam,6.0,0,1,2,6,8.5,144.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Nam,6.0,0,1,2,6,8.5,144.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Nam,6.0,0,1,2,6,8.5,144.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Nam,6.0,0,1,2,6,8.5,144.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Nam,6.0,0,1,2,6,8.5,144.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Nam,6.0,0,1,2,6,8.5,144.0,7,Quận 12,11.745,5.81
Đông Nam,12.0,0,1,2,2,9.5,90.0,7,Thủ Đức,4.791,5.81
Đông Nam,5.0,0,1,4,4,12.99,120.0,7,Bình Thạnh,23.998,5.81
Đông Nam,20.0,0,1,4,4,477.0,437.0,7,Quận 1,18.523,5.81
Đông Bắc,6.0,0,1,3,4,4.75,50.0,7,Nhà Bè,2.06,5.81
Nam,20.0,0,1,2,3,29.0,126.0,7,Quận 7,10.088,5.81
Đông Bắc,7.0,0,1,4,4,8.95,90.0,7,Nhà Bè,2.06,5.81
Nam,20.0,0,1,2,4,83.0,195.0,7,Quận 7,10.088,5.81
Đông,14.0,0,1,4,9,28.0,190.0,7,Bình Tân,15.109,5.81
Đông Bắc,7.0,0,1,6,13,48.0,116.0,7,Quận 3,38.852,5.81
Tây,12.0,0,1,3,5,30.0,200.0,7,Bình Tân,15.109,5.81
Tây,14.0,0,1,2,3,37.5,400.0,7,Bình Tân,15.109,5.81
Đông Nam,20.0,0,1,3,6,57.0,144.0,7,Quận 7,10.088,5.81
Đông,10.0,0,1,3,6,23.0,185.0,7,Bình Tân,15.109,5.81
Bắc,5.0,0,1,3,6,19.999,189.0,7,Quận 8,22.118,5.81
Nam,40.0,0,1,2,4,70.0,181.0,7,Quận 7,10.088,5.81
Đông Nam,8.0,0,1,3,9,12.3,210.0,7,Bình Chánh,2.792,5.81
Đông Nam,40.0,0,1,2,4,139.0,352.0,7,Quận 7,10.088,5.81
Đông Bắc,6.0,0,1,2,9,46.0,1.146,7,Thủ Đức,4.791,5.81
Nam,40.0,0,1,2,4,40.0,126.0,7,Quận 7,10.088,5.81
Bắc,12.0,0,1,3,4,15.5,102.0,7,Bình Chánh,2.792,5.81
Tây,14.0,0,0,4,5,38.0,270.0,7,Bình Tân,15.109,5.81
Bắc,12.0,0,1,3,5,16.0,102.0,7,Quận 8,22.118,5.81
Đông Nam,20.0,0,1,2,4,25.0,126.0,7,Quận 7,10.088,5.81
