Hướng,Đường trước nhà(m),Loại BDS,Pháp lý,Số lầu,Số phòng ngủ,Giá(Tỷ),Diện tích(m2),Tỉnh/ Thành phố,Quận/ Huyện,Mật độ dân số (người/km²),GRDP(%)
_,10.0,1,1,7,10,11.0,70.0,3,Thanh Xuân,32.255,6.27
_,2.0,2,1,5,3,3.8,35.0,3,Cầu Giấy,23.516,6.27
_,3.0,2,1,5,3,2.9,30.0,3,Long Biên,5.394,6.27
_,3.0,1,1,5,4,7.2,45.0,3,Cầu Giấy,23.516,6.27
_,3.0,1,1,5,4,4.15,42.0,3,Ba Đình,24.119,6.27
_,16.0,1,1,4,4,46.0,190.0,3,Đống Đa,37.161,6.27
_,4.0,2,1,2,2,2.35,48.0,3,Hà Đông,8.021,6.27
_,3.0,2,1,4,4,7.3,52.0,3,Đống Đa,37.161,6.27
_,10.0,1,1,4,4,59.0,139.0,3,Tây Hồ,6.578,6.27
_,4.0,2,1,1,2,9.5,110.0,3,Long Biên,5.394,6.27
_,26.0,1,0,4,5,15.99,56.0,3,Hai Bà Trưng,29.474,6.27
_,40.0,1,1,5,4,23.0,102.0,3,Long Biên,5.394,6.27
_,40.0,1,1,6,4,12.0,50.0,3,Long Biên,5.394,6.27
_,5.0,2,1,5,3,3.0,35.0,3,Long Biên,5.394,6.27
_,3.0,2,1,5,4,4.3,32.0,3,Hai Bà Trưng,29.474,6.27
_,3.0,2,1,8,14,7.9,61.0,3,Hà Đông,8.021,6.27
_,3.0,2,1,4,4,4.3,35.0,3,Hai Bà Trưng,29.474,6.27
_,4.0,1,1,4,4,5.1,56.0,3,Long Biên,5.394,6.27
_,10.0,1,1,5,6,29.0,62.0,3,Hoàn Kiếm,25.588,6.27
_,5.0,2,1,1,1,5.75,60.0,3,Hoàng Mai,12.564,6.27
_,2.0,2,0,5,3,3.95,43.0,3,Hoàng Mai,12.564,6.27
_,30.0,1,1,6,6,15.6,40.0,3,Hoàng Mai,12.564,6.27
_,3.0,2,1,5,9,6.9,74.0,3,Hai Bà Trưng,29.474,6.27
_,20.0,1,1,6,6,15.4,40.0,3,Hai Bà Trưng,29.474,6.27
_,8.0,0,0,5,6,6.8,53.0,3,Hà Đông,8.021,6.27
_,20.0,1,1,8,7,39.0,52.0,3,Hoàn Kiếm,25.588,6.27
_,10.0,1,0,4,4,30.0,89.0,3,Ba Đình,24.119,6.27
_,12.0,1,1,10,30,86.0,190.0,3,Đống Đa,37.161,6.27
_,5.0,1,1,5,4,16.5,68.0,3,Cầu Giấy,23.516,6.27
_,10.0,1,1,7,5,12.5,56.0,3,Long Biên,5.394,6.27
_,8.0,1,1,6,5,13.0,50.0,3,Tây Hồ,6.578,6.27
_,6.0,1,1,5,6,9.0,70.0,3,Đống Đa,37.161,6.27
_,3.0,2,0,4,3,4.1,40.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,4,3,2.25,22.0,3,Hai Bà Trưng,29.474,6.27
_,4.0,2,1,5,5,9.8,64.0,3,Nam Từ Liêm,8.364,6.27
_,3.0,2,1,4,4,3.7,40.0,3,Nam Từ Liêm,8.364,6.27
_,3.0,2,1,4,4,4.7,42.0,3,Nam Từ Liêm,8.364,6.27
_,10.0,1,1,7,8,30.0,140.0,3,Tây Hồ,6.578,6.27
_,2.0,2,0,5,3,4.65,45.0,3,Hoàng Mai,12.564,6.27
_,3.0,2,0,5,3,4.0,35.0,3,Thanh Xuân,32.255,6.27
_,3.0,2,1,5,4,3.8,40.0,3,Hoàng Mai,12.564,6.27
_,6.0,1,0,3,2,3.45,33.0,3,Thanh Xuân,32.255,6.27
_,2.0,2,1,7,4,8.9,42.0,3,Đống Đa,37.161,6.27
_,4.0,2,1,6,6,11.8,60.0,3,Tây Hồ,6.578,6.27
_,5.0,2,1,5,4,13.5,51.0,3,Cầu Giấy,23.516,6.27
_,3.0,2,1,5,6,7.1,43.0,3,Tây Hồ,6.578,6.27
_,3.0,2,1,5,4,5.55,35.0,3,Tây Hồ,6.578,6.27
_,3.0,2,0,5,6,3.6,45.0,3,Hai Bà Trưng,29.474,6.27
_,20.0,1,1,6,8,32.0,139.0,3,Tây Hồ,6.578,6.27
_,20.0,2,1,9,10,25.0,104.0,3,Đống Đa,37.161,6.27
_,20.0,2,1,6,6,17.0,50.0,3,Đống Đa,37.161,6.27
_,12.0,1,1,5,5,9.75,50.0,3,Hà Đông,8.021,6.27
_,5.0,1,1,5,3,3.8,28.0,3,Hai Bà Trưng,29.474,6.27
_,12.0,1,1,4,4,9.5,58.0,3,Hà Đông,8.021,6.27
_,20.0,1,1,6,6,15.4,40.0,3,Hai Bà Trưng,29.474,6.27
_,30.0,1,1,6,6,15.4,40.0,3,Hoàng Mai,12.564,6.27
_,15.0,1,1,3,2,179.0,335.0,3,Hoàn Kiếm,25.588,6.27
_,7.0,2,1,7,3,14.7,50.0,3,Cầu Giấy,23.516,6.27
_,3.0,2,1,1,2,2.4,55.0,3,Đống Đa,37.161,6.27
_,5.0,2,1,7,4,13.8,49.0,3,Cầu Giấy,23.516,6.27
_,3.0,2,1,5,3,4.95,40.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,5.5,45.0,3,Hoàng Mai,12.564,6.27
_,15.0,1,1,4,5,13.5,135.0,3,Thanh Xuân,32.255,6.27
_,10.0,1,1,5,4,30.0,90.0,3,Ba Đình,24.119,6.27
_,4.0,2,1,1,2,2.5,70.0,3,Đống Đa,37.161,6.27
_,5.0,1,1,7,4,9.0,45.0,3,Cầu Giấy,23.516,6.27
_,7.0,2,1,5,3,8.8,39.0,3,Hai Bà Trưng,29.474,6.27
_,8.0,2,1,8,14,31.0,110.0,3,Cầu Giấy,23.516,6.27
_,8.0,1,0,4,4,5.8,38.0,3,Hà Đông,8.021,6.27
_,3.0,2,1,5,12,5.7,62.0,3,Nam Từ Liêm,8.364,6.27
_,7.0,1,1,6,5,16.0,72.0,3,Nam Từ Liêm,8.364,6.27
_,3.0,2,1,4,5,4.15,47.0,3,Nam Từ Liêm,8.364,6.27
_,2.0,2,1,4,4,3.06,28.0,3,Hai Bà Trưng,29.474,6.27
_,20.0,1,1,9,9,36.5,100.0,3,Nam Từ Liêm,8.364,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,10.0,1,1,7,10,11.0,70.0,3,Thanh Xuân,32.255,6.27
_,2.0,2,1,5,3,3.8,35.0,3,Cầu Giấy,23.516,6.27
_,3.0,2,1,5,3,2.9,30.0,3,Long Biên,5.394,6.27
_,3.0,1,1,5,4,7.2,45.0,3,Cầu Giấy,23.516,6.27
_,3.0,1,1,5,4,4.15,42.0,3,Ba Đình,24.119,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,10.0,1,1,7,10,11.0,70.0,3,Thanh Xuân,32.255,6.27
_,2.0,2,1,5,3,3.8,35.0,3,Cầu Giấy,23.516,6.27
_,3.0,2,1,5,3,2.9,30.0,3,Long Biên,5.394,6.27
_,3.0,1,1,5,4,7.2,45.0,3,Cầu Giấy,23.516,6.27
_,3.0,1,1,5,4,4.15,42.0,3,Ba Đình,24.119,6.27
_,2.0,2,1,5,3,3.55,30.0,3,Hoàng Mai,12.564,6.27
_,16.0,1,1,4,4,46.0,190.0,3,Đống Đa,37.161,6.27
_,10.0,1,0,5,5,27.0,75.0,3,Cầu Giấy,23.516,6.27
_,4.0,2,1,2,2,2.35,48.0,3,Hà Đông,8.021,6.27
_,3.0,2,1,4,4,7.3,52.0,3,Đống Đa,37.161,6.27
_,10.0,1,1,4,4,59.0,139.0,3,Tây Hồ,6.578,6.27
_,4.0,2,1,1,2,9.5,110.0,3,Long Biên,5.394,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,10.0,1,1,7,10,11.0,70.0,3,Thanh Xuân,32.255,6.27
_,2.0,2,1,5,3,3.8,35.0,3,Cầu Giấy,23.516,6.27
_,3.0,2,1,5,3,2.9,30.0,3,Long Biên,5.394,6.27
_,3.0,1,1,5,4,7.2,45.0,3,Cầu Giấy,23.516,6.27
_,3.0,1,1,5,4,4.15,42.0,3,Ba Đình,24.119,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,10.0,1,1,7,10,11.0,70.0,3,Thanh Xuân,32.255,6.27
_,2.0,2,1,5,3,3.8,35.0,3,Cầu Giấy,23.516,6.27
_,3.0,2,1,5,3,2.9,30.0,3,Long Biên,5.394,6.27
_,3.0,1,1,5,4,7.2,45.0,3,Cầu Giấy,23.516,6.27
_,3.0,1,1,5,4,4.15,42.0,3,Ba Đình,24.119,6.27
_,2.0,2,1,5,3,3.55,30.0,3,Hoàng Mai,12.564,6.27
_,16.0,1,1,4,4,46.0,190.0,3,Đống Đa,37.161,6.27
_,10.0,1,0,5,5,27.0,75.0,3,Cầu Giấy,23.516,6.27
_,4.0,2,1,2,2,2.35,48.0,3,Hà Đông,8.021,6.27
_,3.0,2,1,4,4,7.3,52.0,3,Đống Đa,37.161,6.27
_,10.0,1,1,4,4,59.0,139.0,3,Tây Hồ,6.578,6.27
_,4.0,2,1,1,2,9.5,110.0,3,Long Biên,5.394,6.27
_,3.0,2,1,5,5,3.6,30.0,3,Hoàng Mai,12.564,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,10.0,1,1,7,10,11.0,70.0,3,Thanh Xuân,32.255,6.27
_,2.0,2,1,5,3,3.8,35.0,3,Cầu Giấy,23.516,6.27
_,3.0,2,1,5,3,2.9,30.0,3,Long Biên,5.394,6.27
_,3.0,1,1,5,4,7.2,45.0,3,Cầu Giấy,23.516,6.27
_,3.0,1,1,5,4,4.15,42.0,3,Ba Đình,24.119,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,10.0,1,1,7,10,11.0,70.0,3,Thanh Xuân,32.255,6.27
_,2.0,2,1,5,3,3.8,35.0,3,Cầu Giấy,23.516,6.27
_,3.0,2,1,5,3,2.9,30.0,3,Long Biên,5.394,6.27
_,3.0,1,1,5,4,7.2,45.0,3,Cầu Giấy,23.516,6.27
_,3.0,1,1,5,4,4.15,42.0,3,Ba Đình,24.119,6.27
_,2.0,2,1,5,3,3.55,30.0,3,Hoàng Mai,12.564,6.27
_,16.0,1,1,4,4,46.0,190.0,3,Đống Đa,37.161,6.27
_,10.0,1,0,5,5,27.0,75.0,3,Cầu Giấy,23.516,6.27
_,4.0,2,1,2,2,2.35,48.0,3,Hà Đông,8.021,6.27
_,3.0,2,1,4,4,7.3,52.0,3,Đống Đa,37.161,6.27
_,10.0,1,1,4,4,59.0,139.0,3,Tây Hồ,6.578,6.27
_,4.0,2,1,1,2,9.5,110.0,3,Long Biên,5.394,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,10.0,1,1,7,10,11.0,70.0,3,Thanh Xuân,32.255,6.27
_,2.0,2,1,5,3,3.8,35.0,3,Cầu Giấy,23.516,6.27
_,3.0,2,1,5,3,2.9,30.0,3,Long Biên,5.394,6.27
_,3.0,1,1,5,4,7.2,45.0,3,Cầu Giấy,23.516,6.27
_,3.0,1,1,5,4,4.15,42.0,3,Ba Đình,24.119,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,10.0,1,1,7,10,11.0,70.0,3,Thanh Xuân,32.255,6.27
_,2.0,2,1,5,3,3.8,35.0,3,Cầu Giấy,23.516,6.27
_,3.0,2,1,5,3,2.9,30.0,3,Long Biên,5.394,6.27
_,3.0,1,1,5,4,7.2,45.0,3,Cầu Giấy,23.516,6.27
_,3.0,1,1,5,4,4.15,42.0,3,Ba Đình,24.119,6.27
_,2.0,2,1,5,3,3.55,30.0,3,Hoàng Mai,12.564,6.27
_,16.0,1,1,4,4,46.0,190.0,3,Đống Đa,37.161,6.27
_,10.0,1,0,5,5,27.0,75.0,3,Cầu Giấy,23.516,6.27
_,4.0,2,1,2,2,2.35,48.0,3,Hà Đông,8.021,6.27
_,3.0,2,1,4,4,7.3,52.0,3,Đống Đa,37.161,6.27
_,10.0,1,1,4,4,59.0,139.0,3,Tây Hồ,6.578,6.27
_,4.0,2,1,1,2,9.5,110.0,3,Long Biên,5.394,6.27
_,3.0,2,1,5,5,3.6,30.0,3,Hoàng Mai,12.564,6.27
_,26.0,1,0,4,5,15.99,56.0,3,Hai Bà Trưng,29.474,6.27
_,36.0,1,1,4,5,12.5,33.0,3,Hai Bà Trưng,29.474,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,10.0,1,1,7,10,11.0,70.0,3,Thanh Xuân,32.255,6.27
_,2.0,2,1,5,3,3.8,35.0,3,Cầu Giấy,23.516,6.27
_,3.0,2,1,5,3,2.9,30.0,3,Long Biên,5.394,6.27
_,3.0,1,1,5,4,7.2,45.0,3,Cầu Giấy,23.516,6.27
_,3.0,1,1,5,4,4.15,42.0,3,Ba Đình,24.119,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,10.0,1,1,7,10,11.0,70.0,3,Thanh Xuân,32.255,6.27
_,2.0,2,1,5,3,3.8,35.0,3,Cầu Giấy,23.516,6.27
_,3.0,2,1,5,3,2.9,30.0,3,Long Biên,5.394,6.27
_,3.0,1,1,5,4,7.2,45.0,3,Cầu Giấy,23.516,6.27
_,3.0,1,1,5,4,4.15,42.0,3,Ba Đình,24.119,6.27
_,2.0,2,1,5,3,3.55,30.0,3,Hoàng Mai,12.564,6.27
_,16.0,1,1,4,4,46.0,190.0,3,Đống Đa,37.161,6.27
_,10.0,1,0,5,5,27.0,75.0,3,Cầu Giấy,23.516,6.27
_,4.0,2,1,2,2,2.35,48.0,3,Hà Đông,8.021,6.27
_,3.0,2,1,4,4,7.3,52.0,3,Đống Đa,37.161,6.27
_,10.0,1,1,4,4,59.0,139.0,3,Tây Hồ,6.578,6.27
_,4.0,2,1,1,2,9.5,110.0,3,Long Biên,5.394,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,10.0,1,1,7,10,11.0,70.0,3,Thanh Xuân,32.255,6.27
_,2.0,2,1,5,3,3.8,35.0,3,Cầu Giấy,23.516,6.27
_,3.0,2,1,5,3,2.9,30.0,3,Long Biên,5.394,6.27
_,3.0,1,1,5,4,7.2,45.0,3,Cầu Giấy,23.516,6.27
_,3.0,1,1,5,4,4.15,42.0,3,Ba Đình,24.119,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,10.0,1,1,7,10,11.0,70.0,3,Thanh Xuân,32.255,6.27
_,2.0,2,1,5,3,3.8,35.0,3,Cầu Giấy,23.516,6.27
_,3.0,2,1,5,3,2.9,30.0,3,Long Biên,5.394,6.27
_,3.0,1,1,5,4,7.2,45.0,3,Cầu Giấy,23.516,6.27
_,3.0,1,1,5,4,4.15,42.0,3,Ba Đình,24.119,6.27
_,2.0,2,1,5,3,3.55,30.0,3,Hoàng Mai,12.564,6.27
_,16.0,1,1,4,4,46.0,190.0,3,Đống Đa,37.161,6.27
_,10.0,1,0,5,5,27.0,75.0,3,Cầu Giấy,23.516,6.27
_,4.0,2,1,2,2,2.35,48.0,3,Hà Đông,8.021,6.27
_,3.0,2,1,4,4,7.3,52.0,3,Đống Đa,37.161,6.27
_,10.0,1,1,4,4,59.0,139.0,3,Tây Hồ,6.578,6.27
_,4.0,2,1,1,2,9.5,110.0,3,Long Biên,5.394,6.27
_,3.0,2,1,5,5,3.6,30.0,3,Hoàng Mai,12.564,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,10.0,1,1,7,10,11.0,70.0,3,Thanh Xuân,32.255,6.27
_,2.0,2,1,5,3,3.8,35.0,3,Cầu Giấy,23.516,6.27
_,3.0,2,1,5,3,2.9,30.0,3,Long Biên,5.394,6.27
_,3.0,1,1,5,4,7.2,45.0,3,Cầu Giấy,23.516,6.27
_,3.0,1,1,5,4,4.15,42.0,3,Ba Đình,24.119,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,10.0,1,1,7,10,11.0,70.0,3,Thanh Xuân,32.255,6.27
_,2.0,2,1,5,3,3.8,35.0,3,Cầu Giấy,23.516,6.27
_,3.0,2,1,5,3,2.9,30.0,3,Long Biên,5.394,6.27
_,3.0,1,1,5,4,7.2,45.0,3,Cầu Giấy,23.516,6.27
_,3.0,1,1,5,4,4.15,42.0,3,Ba Đình,24.119,6.27
_,2.0,2,1,5,3,3.55,30.0,3,Hoàng Mai,12.564,6.27
_,16.0,1,1,4,4,46.0,190.0,3,Đống Đa,37.161,6.27
_,10.0,1,0,5,5,27.0,75.0,3,Cầu Giấy,23.516,6.27
_,4.0,2,1,2,2,2.35,48.0,3,Hà Đông,8.021,6.27
_,3.0,2,1,4,4,7.3,52.0,3,Đống Đa,37.161,6.27
_,10.0,1,1,4,4,59.0,139.0,3,Tây Hồ,6.578,6.27
_,4.0,2,1,1,2,9.5,110.0,3,Long Biên,5.394,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,10.0,1,1,7,10,11.0,70.0,3,Thanh Xuân,32.255,6.27
_,2.0,2,1,5,3,3.8,35.0,3,Cầu Giấy,23.516,6.27
_,3.0,2,1,5,3,2.9,30.0,3,Long Biên,5.394,6.27
_,3.0,1,1,5,4,7.2,45.0,3,Cầu Giấy,23.516,6.27
_,3.0,1,1,5,4,4.15,42.0,3,Ba Đình,24.119,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,4.0,2,1,3,4,13.8,110.0,3,Bắc Từ Liêm,7.529,6.27
_,3.0,2,1,6,15,10.2,50.0,3,Cầu Giấy,23.516,6.27
_,35.0,1,1,1,2,15.0,55.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,3,3.2,34.0,3,Hoàng Mai,12.564,6.27
_,10.0,1,1,7,10,11.0,70.0,3,Thanh Xuân,32.255,6.27
_,2.0,2,1,5,3,3.8,35.0,3,Cầu Giấy,23.516,6.27
_,3.0,2,1,5,3,2.9,30.0,3,Long Biên,5.394,6.27
_,3.0,1,1,5,4,7.2,45.0,3,Cầu Giấy,23.516,6.27
_,3.0,1,1,5,4,4.15,42.0,3,Ba Đình,24.119,6.27
_,2.0,2,1,5,3,3.55,30.0,3,Hoàng Mai,12.564,6.27
_,16.0,1,1,4,4,46.0,190.0,3,Đống Đa,37.161,6.27
_,10.0,1,0,5,5,27.0,75.0,3,Cầu Giấy,23.516,6.27
_,4.0,2,1,2,2,2.35,48.0,3,Hà Đông,8.021,6.27
_,3.0,2,1,4,4,7.3,52.0,3,Đống Đa,37.161,6.27
_,10.0,1,1,4,4,59.0,139.0,3,Tây Hồ,6.578,6.27
