Hướng,Đường trước nhà(m),Loại BDS,Pháp lý,Số lầu,Số phòng ngủ,Giá(Tỷ),Diện tích(m2),Tỉnh/ Thành phố,Quận/ Huyện,Mật độ dân số (người/km²),GRDP(%)
_,10.0,1,1,2,4,12.3,45.0,7,Quận 5,36.994,5.81
_,6.0,2,1,2,4,15.0,80.0,7,Quận 5,36.994,5.81
_,14.0,2,1,1,3,19.5,125.0,7,Quận 5,36.994,5.81
_,4.0,2,1,1,2,6.0,45.0,7,Tân Bình,21.196,5.81
_,10.0,1,1,2,2,4.0,40.0,7,Tân Phú,30.146,5.81
_,5.0,2,1,2,3,15.2,108.0,7,Quận 10,41.196,5.81
_,4.0,2,1,2,5,10.5,80.0,7,Quận 5,36.994,5.81
_,8.0,2,1,2,3,8.3,52.0,7,Quận 11,41.15,5.81
_,4.0,2,1,2,4,7.2,50.0,7,Tân Bình,21.196,5.81
_,6.0,2,1,2,5,8.3,56.0,7,Quận 11,41.15,5.81
_,8.0,2,1,4,3,7.25,42.0,7,Quận 11,41.15,5.81
_,6.0,2,1,4,3,6.3,24.0,7,Quận 5,36.994,5.81
_,6.0,2,1,4,5,6.75,91.0,7,Gò Vấp,34.36,5.81
_,16.0,0,1,5,14,64.0,256.0,7,Tân Phú,30.146,5.81
_,8.0,1,1,3,4,11.5,90.0,7,Bình Tân,15.109,5.81
_,20.0,1,1,1,3,10.0,90.0,7,Quận 12,11.745,5.81
_,7.0,2,1,3,4,6.5,68.0,7,Tân Phú,30.146,5.81
_,20.0,1,1,2,20,22.0,303.0,7,Quận 8,22.118,5.81
_,16.0,1,0,2,4,20.7,300.0,7,Tân Phú,30.146,5.81
_,12.0,1,1,4,4,7.9,100.0,7,Quận 8,22.118,5.81
_,5.0,2,1,4,5,7.3,81.0,7,Quận 7,10.088,5.81
_,16.0,2,1,2,4,7.5,80.0,7,Gò Vấp,34.36,5.81
_,4.0,2,1,2,3,5.5,83.0,7,Gò Vấp,34.36,5.81
_,5.0,1,0,3,4,2.4,30.0,7,Bình Tân,15.109,5.81
_,25.0,1,1,5,5,70.0,100.0,7,Quận 1,18.523,5.81
_,20.0,1,0,2,5,12.0,100.0,7,Tân Bình,21.196,5.81
_,5.0,2,0,2,4,2.65,52.0,7,Quận 10,41.196,5.81
_,6.0,1,0,2,4,1.95,48.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,3,4,7.9,80.0,7,Nhà Bè,2.06,5.81
_,4.0,2,1,2,3,5.5,83.0,7,Gò Vấp,34.36,5.81
_,5.0,1,0,3,4,2.4,30.0,7,Bình Tân,15.109,5.81
_,25.0,1,1,5,5,70.0,100.0,7,Quận 1,18.523,5.81
_,20.0,1,0,2,5,12.0,100.0,7,Tân Bình,21.196,5.81
_,5.0,2,0,2,4,2.65,52.0,7,Quận 10,41.196,5.81
_,6.0,1,0,2,4,1.95,48.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,3,4,7.9,80.0,7,Nhà Bè,2.06,5.81
_,6.0,1,1,3,4,5.8,52.0,7,Nhà Bè,2.06,5.81
_,12.0,1,1,3,4,17.5,90.0,7,Quận 7,10.088,5.81
_,8.0,1,1,3,4,9.9,80.0,7,Quận 7,10.088,5.81
_,7.0,1,1,3,4,6.9,80.0,7,Nhà Bè,2.06,5.81
_,5.0,1,1,3,4,5.3,65.0,7,Nhà Bè,2.06,5.81
_,6.0,1,0,3,4,8.25,80.0,7,Nhà Bè,2.06,5.81
_,4.0,2,1,2,3,5.5,83.0,7,Gò Vấp,34.36,5.81
_,5.0,1,0,3,4,2.4,30.0,7,Bình Tân,15.109,5.81
_,25.0,1,1,5,5,70.0,100.0,7,Quận 1,18.523,5.81
_,20.0,1,0,2,5,12.0,100.0,7,Tân Bình,21.196,5.81
_,5.0,2,0,2,4,2.65,52.0,7,Quận 10,41.196,5.81
_,6.0,1,0,2,4,1.95,48.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,3,4,7.9,80.0,7,Nhà Bè,2.06,5.81
_,4.0,2,1,2,3,5.5,83.0,7,Gò Vấp,34.36,5.81
_,5.0,1,0,3,4,2.4,30.0,7,Bình Tân,15.109,5.81
_,25.0,1,1,5,5,70.0,100.0,7,Quận 1,18.523,5.81
_,20.0,1,0,2,5,12.0,100.0,7,Tân Bình,21.196,5.81
_,5.0,2,0,2,4,2.65,52.0,7,Quận 10,41.196,5.81
_,6.0,1,0,2,4,1.95,48.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,3,4,7.9,80.0,7,Nhà Bè,2.06,5.81
_,6.0,1,1,3,4,5.8,52.0,7,Nhà Bè,2.06,5.81
_,12.0,1,1,3,4,17.5,90.0,7,Quận 7,10.088,5.81
_,8.0,1,1,3,4,9.9,80.0,7,Quận 7,10.088,5.81
_,7.0,1,1,3,4,6.9,80.0,7,Nhà Bè,2.06,5.81
_,5.0,1,1,3,4,5.3,65.0,7,Nhà Bè,2.06,5.81
_,6.0,1,0,3,4,8.25,80.0,7,Nhà Bè,2.06,5.81
_,6.0,2,1,3,4,6.0,55.0,7,Phú Nhuận,33.461,5.81
_,6.0,2,1,3,3,14.0,82.0,7,Bình Thạnh,23.998,5.81
_,30.0,1,0,3,4,13.2,200.0,7,Gò Vấp,34.36,5.81
_,4.0,2,1,2,3,5.5,83.0,7,Gò Vấp,34.36,5.81
_,5.0,1,0,3,4,2.4,30.0,7,Bình Tân,15.109,5.81
_,25.0,1,1,5,5,70.0,100.0,7,Quận 1,18.523,5.81
_,20.0,1,0,2,5,12.0,100.0,7,Tân Bình,21.196,5.81
_,5.0,2,0,2,4,2.65,52.0,7,Quận 10,41.196,5.81
_,6.0,1,0,2,4,1.95,48.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,3,4,7.9,80.0,7,Nhà Bè,2.06,5.81
_,4.0,2,1,2,3,5.5,83.0,7,Gò Vấp,34.36,5.81
_,5.0,1,0,3,4,2.4,30.0,7,Bình Tân,15.109,5.81
_,25.0,1,1,5,5,70.0,100.0,7,Quận 1,18.523,5.81
_,20.0,1,0,2,5,12.0,100.0,7,Tân Bình,21.196,5.81
_,5.0,2,0,2,4,2.65,52.0,7,Quận 10,41.196,5.81
_,6.0,1,0,2,4,1.95,48.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,3,4,7.9,80.0,7,Nhà Bè,2.06,5.81
_,6.0,1,1,3,4,5.8,52.0,7,Nhà Bè,2.06,5.81
_,12.0,1,1,3,4,17.5,90.0,7,Quận 7,10.088,5.81
_,8.0,1,1,3,4,9.9,80.0,7,Quận 7,10.088,5.81
_,7.0,1,1,3,4,6.9,80.0,7,Nhà Bè,2.06,5.81
_,5.0,1,1,3,4,5.3,65.0,7,Nhà Bè,2.06,5.81
_,6.0,1,0,3,4,8.25,80.0,7,Nhà Bè,2.06,5.81
_,4.0,2,1,2,3,5.5,83.0,7,Gò Vấp,34.36,5.81
_,5.0,1,0,3,4,2.4,30.0,7,Bình Tân,15.109,5.81
_,25.0,1,1,5,5,70.0,100.0,7,Quận 1,18.523,5.81
_,20.0,1,0,2,5,12.0,100.0,7,Tân Bình,21.196,5.81
_,5.0,2,0,2,4,2.65,52.0,7,Quận 10,41.196,5.81
_,6.0,1,0,2,4,1.95,48.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,3,4,7.9,80.0,7,Nhà Bè,2.06,5.81
_,4.0,2,1,2,3,5.5,83.0,7,Gò Vấp,34.36,5.81
_,5.0,1,0,3,4,2.4,30.0,7,Bình Tân,15.109,5.81
_,25.0,1,1,5,5,70.0,100.0,7,Quận 1,18.523,5.81
_,20.0,1,0,2,5,12.0,100.0,7,Tân Bình,21.196,5.81
_,5.0,2,0,2,4,2.65,52.0,7,Quận 10,41.196,5.81
_,6.0,1,0,2,4,1.95,48.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,3,4,7.9,80.0,7,Nhà Bè,2.06,5.81
_,6.0,1,1,3,4,5.8,52.0,7,Nhà Bè,2.06,5.81
_,12.0,1,1,3,4,17.5,90.0,7,Quận 7,10.088,5.81
_,8.0,1,1,3,4,9.9,80.0,7,Quận 7,10.088,5.81
_,7.0,1,1,3,4,6.9,80.0,7,Nhà Bè,2.06,5.81
_,5.0,1,1,3,4,5.3,65.0,7,Nhà Bè,2.06,5.81
_,6.0,1,0,3,4,8.25,80.0,7,Nhà Bè,2.06,5.81
_,6.0,2,1,3,4,6.0,55.0,7,Phú Nhuận,33.461,5.81
_,6.0,2,1,3,3,14.0,82.0,7,Bình Thạnh,23.998,5.81
_,30.0,1,0,3,4,13.2,200.0,7,Gò Vấp,34.36,5.81
_,6.0,2,0,4,4,6.85,50.0,7,Gò Vấp,34.36,5.81
_,7.0,2,1,1,2,12.5,78.0,7,Tân Bình,21.196,5.81
_,10.0,2,0,4,5,11.0,50.0,7,Bình Thạnh,23.998,5.81
_,30.0,1,1,5,10,14.0,70.0,7,Quận 5,36.994,5.81
_,30.0,1,1,1,1,82.0,399.0,7,Quận 1,18.523,5.81
_,30.0,1,1,6,10,30.5,143.0,7,Bình Thạnh,23.998,5.81
_,10.0,1,1,4,4,9.4,73.0,7,Thủ Đức,4.791,5.81
_,25.0,1,1,3,9,35.5,137.0,7,Quận 10,41.196,5.81
_,4.0,2,1,2,3,5.5,83.0,7,Gò Vấp,34.36,5.81
_,5.0,1,0,3,4,2.4,30.0,7,Bình Tân,15.109,5.81
_,25.0,1,1,5,5,70.0,100.0,7,Quận 1,18.523,5.81
_,20.0,1,0,2,5,12.0,100.0,7,Tân Bình,21.196,5.81
_,5.0,2,0,2,4,2.65,52.0,7,Quận 10,41.196,5.81
_,6.0,1,0,2,4,1.95,48.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,3,4,7.9,80.0,7,Nhà Bè,2.06,5.81
_,4.0,2,1,2,3,5.5,83.0,7,Gò Vấp,34.36,5.81
_,5.0,1,0,3,4,2.4,30.0,7,Bình Tân,15.109,5.81
_,25.0,1,1,5,5,70.0,100.0,7,Quận 1,18.523,5.81
_,20.0,1,0,2,5,12.0,100.0,7,Tân Bình,21.196,5.81
_,5.0,2,0,2,4,2.65,52.0,7,Quận 10,41.196,5.81
_,6.0,1,0,2,4,1.95,48.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,3,4,7.9,80.0,7,Nhà Bè,2.06,5.81
_,6.0,1,1,3,4,5.8,52.0,7,Nhà Bè,2.06,5.81
_,12.0,1,1,3,4,17.5,90.0,7,Quận 7,10.088,5.81
_,8.0,1,1,3,4,9.9,80.0,7,Quận 7,10.088,5.81
_,7.0,1,1,3,4,6.9,80.0,7,Nhà Bè,2.06,5.81
_,5.0,1,1,3,4,5.3,65.0,7,Nhà Bè,2.06,5.81
_,6.0,1,0,3,4,8.25,80.0,7,Nhà Bè,2.06,5.81
_,4.0,2,1,2,3,5.5,83.0,7,Gò Vấp,34.36,5.81
_,5.0,1,0,3,4,2.4,30.0,7,Bình Tân,15.109,5.81
_,25.0,1,1,5,5,70.0,100.0,7,Quận 1,18.523,5.81
_,20.0,1,0,2,5,12.0,100.0,7,Tân Bình,21.196,5.81
_,5.0,2,0,2,4,2.65,52.0,7,Quận 10,41.196,5.81
_,6.0,1,0,2,4,1.95,48.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,3,4,7.9,80.0,7,Nhà Bè,2.06,5.81
_,4.0,2,1,2,3,5.5,83.0,7,Gò Vấp,34.36,5.81
_,5.0,1,0,3,4,2.4,30.0,7,Bình Tân,15.109,5.81
_,25.0,1,1,5,5,70.0,100.0,7,Quận 1,18.523,5.81
_,20.0,1,0,2,5,12.0,100.0,7,Tân Bình,21.196,5.81
_,5.0,2,0,2,4,2.65,52.0,7,Quận 10,41.196,5.81
_,6.0,1,0,2,4,1.95,48.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,3,4,7.9,80.0,7,Nhà Bè,2.06,5.81
_,6.0,1,1,3,4,5.8,52.0,7,Nhà Bè,2.06,5.81
_,12.0,1,1,3,4,17.5,90.0,7,Quận 7,10.088,5.81
_,8.0,1,1,3,4,9.9,80.0,7,Quận 7,10.088,5.81
_,7.0,1,1,3,4,6.9,80.0,7,Nhà Bè,2.06,5.81
_,5.0,1,1,3,4,5.3,65.0,7,Nhà Bè,2.06,5.81
_,6.0,1,0,3,4,8.25,80.0,7,Nhà Bè,2.06,5.81
_,6.0,2,1,3,4,6.0,55.0,7,Phú Nhuận,33.461,5.81
_,6.0,2,1,3,3,14.0,82.0,7,Bình Thạnh,23.998,5.81
_,30.0,1,0,3,4,13.2,200.0,7,Gò Vấp,34.36,5.81
_,4.0,2,1,2,3,5.5,83.0,7,Gò Vấp,34.36,5.81
_,5.0,1,0,3,4,2.4,30.0,7,Bình Tân,15.109,5.81
_,25.0,1,1,5,5,70.0,100.0,7,Quận 1,18.523,5.81
_,20.0,1,0,2,5,12.0,100.0,7,Tân Bình,21.196,5.81
_,5.0,2,0,2,4,2.65,52.0,7,Quận 10,41.196,5.81
_,6.0,1,0,2,4,1.95,48.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,3,4,7.9,80.0,7,Nhà Bè,2.06,5.81
_,4.0,2,1,2,3,5.5,83.0,7,Gò Vấp,34.36,5.81
_,5.0,1,0,3,4,2.4,30.0,7,Bình Tân,15.109,5.81
_,25.0,1,1,5,5,70.0,100.0,7,Quận 1,18.523,5.81
_,20.0,1,0,2,5,12.0,100.0,7,Tân Bình,21.196,5.81
_,5.0,2,0,2,4,2.65,52.0,7,Quận 10,41.196,5.81
_,6.0,1,0,2,4,1.95,48.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,3,4,7.9,80.0,7,Nhà Bè,2.06,5.81
_,6.0,1,1,3,4,5.8,52.0,7,Nhà Bè,2.06,5.81
_,12.0,1,1,3,4,17.5,90.0,7,Quận 7,10.088,5.81
_,8.0,1,1,3,4,9.9,80.0,7,Quận 7,10.088,5.81
_,7.0,1,1,3,4,6.9,80.0,7,Nhà Bè,2.06,5.81
_,5.0,1,1,3,4,5.3,65.0,7,Nhà Bè,2.06,5.81
_,6.0,1,0,3,4,8.25,80.0,7,Nhà Bè,2.06,5.81
_,4.0,2,1,2,3,5.5,83.0,7,Gò Vấp,34.36,5.81
_,5.0,1,0,3,4,2.4,30.0,7,Bình Tân,15.109,5.81
_,25.0,1,1,5,5,70.0,100.0,7,Quận 1,18.523,5.81
_,20.0,1,0,2,5,12.0,100.0,7,Tân Bình,21.196,5.81
_,5.0,2,0,2,4,2.65,52.0,7,Quận 10,41.196,5.81
_,6.0,1,0,2,4,1.95,48.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,3,4,7.9,80.0,7,Nhà Bè,2.06,5.81
_,4.0,2,1,2,3,5.5,83.0,7,Gò Vấp,34.36,5.81
_,5.0,1,0,3,4,2.4,30.0,7,Bình Tân,15.109,5.81
_,25.0,1,1,5,5,70.0,100.0,7,Quận 1,18.523,5.81
_,20.0,1,0,2,5,12.0,100.0,7,Tân Bình,21.196,5.81
_,6.0,1,0,2,4,1.95,48.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,3,4,7.9,80.0,7,Nhà Bè,2.06,5.81
_,6.0,1,1,3,4,5.8,52.0,7,Nhà Bè,2.06,5.81
_,12.0,1,1,3,4,17.5,90.0,7,Quận 7,10.088,5.81
_,8.0,1,1,3,4,9.9,80.0,7,Quận 7,10.088,5.81
_,7.0,1,1,3,4,6.9,80.0,7,Nhà Bè,2.06,5.81
_,5.0,1,1,3,4,5.3,65.0,7,Nhà Bè,2.06,5.81
_,6.0,1,0,3,4,8.25,80.0,7,Nhà Bè,2.06,5.81
_,6.0,2,1,3,4,6.0,55.0,7,Phú Nhuận,33.461,5.81
_,6.0,2,1,3,3,14.0,82.0,7,Bình Thạnh,23.998,5.81
_,30.0,1,0,3,4,13.2,200.0,7,Gò Vấp,34.36,5.81
_,6.0,2,0,4,4,6.85,50.0,7,Gò Vấp,34.36,5.81
_,7.0,2,1,1,2,12.5,78.0,7,Tân Bình,21.196,5.81
_,10.0,2,0,4,5,11.0,50.0,7,Bình Thạnh,23.998,5.81
_,30.0,1,1,5,10,14.0,70.0,7,Quận 5,36.994,5.81
_,30.0,1,1,1,1,82.0,399.0,7,Quận 1,18.523,5.81
_,30.0,1,1,6,10,30.5,143.0,7,Bình Thạnh,23.998,5.81
_,10.0,1,1,4,4,9.4,73.0,7,Thủ Đức,4.791,5.81
_,25.0,1,1,3,9,35.5,137.0,7,Quận 10,41.196,5.81
_,25.0,1,1,6,18,59.0,226.0,7,Quận 10,41.196,5.81
_,30.0,1,1,6,12,75.0,144.0,7,Quận 1,18.523,5.81
_,10.0,2,1,4,4,11.0,125.0,7,Quận 8,22.118,5.81
_,20.0,1,1,3,4,20.5,110.0,7,Tân Phú,30.146,5.81
_,12.0,2,1,5,5,9.5,90.0,7,Bình Tân,15.109,5.81
_,30.0,1,1,6,10,24.0,80.0,7,Quận 5,36.994,5.81
_,8.0,2,1,5,10,22.0,110.0,7,Quận 5,36.994,5.81
_,8.0,2,1,3,6,22.0,162.0,7,Quận 1,18.523,5.81
_,20.0,1,1,4,6,10.0,60.0,7,Quận 3,38.852,5.81
_,4.0,2,1,2,3,5.5,83.0,7,Gò Vấp,34.36,5.81
_,5.0,1,0,3,4,2.4,30.0,7,Bình Tân,15.109,5.81
_,25.0,1,1,5,5,70.0,100.0,7,Quận 1,18.523,5.81
_,20.0,1,0,2,5,12.0,100.0,7,Tân Bình,21.196,5.81
_,5.0,2,0,2,4,2.65,52.0,7,Quận 10,41.196,5.81
_,6.0,1,0,2,4,1.95,48.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,3,4,7.9,80.0,7,Nhà Bè,2.06,5.81
_,4.0,2,1,2,3,5.5,83.0,7,Gò Vấp,34.36,5.81
_,5.0,1,0,3,4,2.4,30.0,7,Bình Tân,15.109,5.81
_,25.0,1,1,5,5,70.0,100.0,7,Quận 1,18.523,5.81
_,20.0,1,0,2,5,12.0,100.0,7,Tân Bình,21.196,5.81
_,5.0,2,0,2,4,2.65,52.0,7,Quận 10,41.196,5.81
_,6.0,1,0,2,4,1.95,48.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,3,4,7.9,80.0,7,Nhà Bè,2.06,5.81
_,6.0,1,1,3,4,5.8,52.0,7,Nhà Bè,2.06,5.81
_,12.0,1,1,3,4,17.5,90.0,7,Quận 7,10.088,5.81
_,8.0,1,1,3,4,9.9,80.0,7,Quận 7,10.088,5.81
_,7.0,1,1,3,4,6.9,80.0,7,Nhà Bè,2.06,5.81
_,5.0,1,1,3,4,5.3,65.0,7,Nhà Bè,2.06,5.81
_,6.0,1,0,3,4,8.25,80.0,7,Nhà Bè,2.06,5.81
_,4.0,2,1,2,3,5.5,83.0,7,Gò Vấp,34.36,5.81
_,5.0,1,0,3,4,2.4,30.0,7,Bình Tân,15.109,5.81
_,25.0,1,1,5,5,70.0,100.0,7,Quận 1,18.523,5.81
_,20.0,1,0,2,5,12.0,100.0,7,Tân Bình,21.196,5.81
_,5.0,2,0,2,4,2.65,52.0,7,Quận 10,41.196,5.81
_,6.0,1,0,2,4,1.95,48.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,3,4,7.9,80.0,7,Nhà Bè,2.06,5.81
_,4.0,2,1,2,3,5.5,83.0,7,Gò Vấp,34.36,5.81
_,5.0,1,0,3,4,2.4,30.0,7,Bình Tân,15.109,5.81
_,25.0,1,1,5,5,70.0,100.0,7,Quận 1,18.523,5.81
_,20.0,1,0,2,5,12.0,100.0,7,Tân Bình,21.196,5.81
_,5.0,2,0,2,4,2.65,52.0,7,Quận 10,41.196,5.81
_,6.0,1,0,2,4,1.95,48.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,3,4,7.9,80.0,7,Nhà Bè,2.06,5.81
_,6.0,1,1,3,4,5.8,52.0,7,Nhà Bè,2.06,5.81
_,12.0,1,1,3,4,17.5,90.0,7,Quận 7,10.088,5.81
_,8.0,1,1,3,4,9.9,80.0,7,Quận 7,10.088,5.81
_,7.0,1,1,3,4,6.9,80.0,7,Nhà Bè,2.06,5.81
_,5.0,1,1,3,4,5.3,65.0,7,Nhà Bè,2.06,5.81
_,6.0,1,0,3,4,8.25,80.0,7,Nhà Bè,2.06,5.81
_,6.0,2,1,3,4,6.0,55.0,7,Phú Nhuận,33.461,5.81
_,6.0,2,1,3,3,14.0,82.0,7,Bình Thạnh,23.998,5.81
_,30.0,1,0,3,4,13.2,200.0,7,Gò Vấp,34.36,5.81
_,4.0,2,1,2,3,5.5,83.0,7,Gò Vấp,34.36,5.81
_,5.0,1,0,3,4,2.4,30.0,7,Bình Tân,15.109,5.81
_,25.0,1,1,5,5,70.0,100.0,7,Quận 1,18.523,5.81
_,20.0,1,0,2,5,12.0,100.0,7,Tân Bình,21.196,5.81
_,5.0,2,0,2,4,2.65,52.0,7,Quận 10,41.196,5.81
_,6.0,1,0,2,4,1.95,48.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,3,4,7.9,80.0,7,Nhà Bè,2.06,5.81
_,4.0,2,1,2,3,5.5,83.0,7,Gò Vấp,34.36,5.81
_,5.0,1,0,3,4,2.4,30.0,7,Bình Tân,15.109,5.81
_,25.0,1,1,5,5,70.0,100.0,7,Quận 1,18.523,5.81
_,20.0,1,0,2,5,12.0,100.0,7,Tân Bình,21.196,5.81
_,5.0,2,0,2,4,2.65,52.0,7,Quận 10,41.196,5.81
_,6.0,1,0,2,4,1.95,48.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,3,4,7.9,80.0,7,Nhà Bè,2.06,5.81
_,6.0,1,1,3,4,5.8,52.0,7,Nhà Bè,2.06,5.81
_,12.0,1,1,3,4,17.5,90.0,7,Quận 7,10.088,5.81
_,8.0,1,1,3,4,9.9,80.0,7,Quận 7,10.088,5.81
_,7.0,1,1,3,4,6.9,80.0,7,Nhà Bè,2.06,5.81
_,5.0,1,1,3,4,5.3,65.0,7,Nhà Bè,2.06,5.81
_,6.0,1,0,3,4,8.25,80.0,7,Nhà Bè,2.06,5.81
_,4.0,2,1,2,3,5.5,83.0,7,Gò Vấp,34.36,5.81
_,5.0,1,0,3,4,2.4,30.0,7,Bình Tân,15.109,5.81
_,25.0,1,1,5,5,70.0,100.0,7,Quận 1,18.523,5.81
_,20.0,1,0,2,5,12.0,100.0,7,Tân Bình,21.196,5.81
_,5.0,2,0,2,4,2.65,52.0,7,Quận 10,41.196,5.81
_,6.0,1,0,2,4,1.95,48.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,3,4,7.9,80.0,7,Nhà Bè,2.06,5.81
_,4.0,2,1,2,3,5.5,83.0,7,Gò Vấp,34.36,5.81
_,5.0,1,0,3,4,2.4,30.0,7,Bình Tân,15.109,5.81
_,25.0,1,1,5,5,70.0,100.0,7,Quận 1,18.523,5.81
_,20.0,1,0,2,5,12.0,100.0,7,Tân Bình,21.196,5.81
_,5.0,2,0,2,4,2.65,52.0,7,Quận 10,41.196,5.81
_,6.0,1,0,2,4,1.95,48.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,3,4,7.9,80.0,7,Nhà Bè,2.06,5.81
_,6.0,1,1,3,4,5.8,52.0,7,Nhà Bè,2.06,5.81
_,12.0,1,1,3,4,17.5,90.0,7,Quận 7,10.088,5.81
_,8.0,1,1,3,4,9.9,80.0,7,Quận 7,10.088,5.81
_,7.0,1,1,3,4,6.9,80.0,7,Nhà Bè,2.06,5.81
_,5.0,1,1,3,4,5.3,65.0,7,Nhà Bè,2.06,5.81
_,6.0,1,0,3,4,8.25,80.0,7,Nhà Bè,2.06,5.81
_,6.0,2,1,3,4,6.0,55.0,7,Phú Nhuận,33.461,5.81
_,6.0,2,1,3,3,14.0,82.0,7,Bình Thạnh,23.998,5.81
_,30.0,1,0,3,4,13.2,200.0,7,Gò Vấp,34.36,5.81
_,6.0,2,0,4,4,6.85,50.0,7,Gò Vấp,34.36,5.81
_,7.0,2,1,1,2,12.5,78.0,7,Tân Bình,21.196,5.81
_,10.0,2,0,4,5,11.0,50.0,7,Bình Thạnh,23.998,5.81
_,30.0,1,1,5,10,14.0,70.0,7,Quận 5,36.994,5.81
_,30.0,1,1,1,1,82.0,399.0,7,Quận 1,18.523,5.81
_,30.0,1,1,6,10,30.5,143.0,7,Bình Thạnh,23.998,5.81
_,10.0,1,1,4,4,9.4,73.0,7,Thủ Đức,4.791,5.81
_,25.0,1,1,3,9,35.5,137.0,7,Quận 10,41.196,5.81
_,4.0,2,1,2,3,5.5,83.0,7,Gò Vấp,34.36,5.81
_,5.0,1,0,3,4,2.4,30.0,7,Bình Tân,15.109,5.81
_,25.0,1,1,5,5,70.0,100.0,7,Quận 1,18.523,5.81
_,20.0,1,0,2,5,12.0,100.0,7,Tân Bình,21.196,5.81
_,5.0,2,0,2,4,2.65,52.0,7,Quận 10,41.196,5.81
_,6.0,1,0,2,4,1.95,48.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,3,4,7.9,80.0,7,Nhà Bè,2.06,5.81
_,4.0,2,1,2,3,5.5,83.0,7,Gò Vấp,34.36,5.81
_,5.0,1,0,3,4,2.4,30.0,7,Bình Tân,15.109,5.81
_,25.0,1,1,5,5,70.0,100.0,7,Quận 1,18.523,5.81
_,20.0,1,0,2,5,12.0,100.0,7,Tân Bình,21.196,5.81
_,5.0,2,0,2,4,2.65,52.0,7,Quận 10,41.196,5.81
_,6.0,1,0,2,4,1.95,48.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,3,4,7.9,80.0,7,Nhà Bè,2.06,5.81
_,6.0,1,1,3,4,5.8,52.0,7,Nhà Bè,2.06,5.81
_,12.0,1,1,3,4,17.5,90.0,7,Quận 7,10.088,5.81
_,8.0,1,1,3,4,9.9,80.0,7,Quận 7,10.088,5.81
_,7.0,1,1,3,4,6.9,80.0,7,Nhà Bè,2.06,5.81
_,5.0,1,1,3,4,5.3,65.0,7,Nhà Bè,2.06,5.81
_,6.0,1,0,3,4,8.25,80.0,7,Nhà Bè,2.06,5.81
_,4.0,2,1,2,3,5.5,83.0,7,Gò Vấp,34.36,5.81
_,5.0,1,0,3,4,2.4,30.0,7,Bình Tân,15.109,5.81
_,25.0,1,1,5,5,70.0,100.0,7,Quận 1,18.523,5.81
_,20.0,1,0,2,5,12.0,100.0,7,Tân Bình,21.196,5.81
_,5.0,2,0,2,4,2.65,52.0,7,Quận 10,41.196,5.81
_,6.0,1,0,2,4,1.95,48.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,3,4,7.9,80.0,7,Nhà Bè,2.06,5.81
_,4.0,2,1,2,3,5.5,83.0,7,Gò Vấp,34.36,5.81
_,5.0,1,0,3,4,2.4,30.0,7,Bình Tân,15.109,5.81
_,25.0,1,1,5,5,70.0,100.0,7,Quận 1,18.523,5.81
_,20.0,1,0,2,5,12.0,100.0,7,Tân Bình,21.196,5.81
_,5.0,2,0,2,4,2.65,52.0,7,Quận 10,41.196,5.81
_,6.0,1,0,2,4,1.95,48.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,3,4,7.9,80.0,7,Nhà Bè,2.06,5.81
_,6.0,1,1,3,4,5.8,52.0,7,Nhà Bè,2.06,5.81
_,12.0,1,1,3,4,17.5,90.0,7,Quận 7,10.088,5.81
_,8.0,1,1,3,4,9.9,80.0,7,Quận 7,10.088,5.81
_,7.0,1,1,3,4,6.9,80.0,7,Nhà Bè,2.06,5.81
_,5.0,1,1,3,4,5.3,65.0,7,Nhà Bè,2.06,5.81
_,6.0,1,0,3,4,8.25,80.0,7,Nhà Bè,2.06,5.81
_,6.0,2,1,3,4,6.0,55.0,7,Phú Nhuận,33.461,5.81
_,6.0,2,1,3,3,14.0,82.0,7,Bình Thạnh,23.998,5.81
