;Mã tin;Hướng;Phòng ăn;Loại tin;Đường trước nhà;Nhà bếp;Loại BDS;Pháp lý;Sân thượng;Chiều ngang;Số lầu;Chổ để xe hơi;Chiều dài;Số phòng ngủ;Chính chủ;Giá;Diện tích;Địa chỉ;Thuộc dự án;Unnamed: 0
2283;13171830;_;---;Cần bán;6m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;5m;4;---;14m;5;---; 13,5 tỷ ; 68 m2; Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Hồ Chí Minh;;
2284;13166234;_;---;Cần bán;7m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;4m;4;;25m;7;---; 14 tỷ ; 100 m2; Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Hồ Chí Minh;;
2285;13111875;_;---;Cần bán;8m;---;Biệt thự, nhà liền kề;---;---;5m;4;---;20m;4;---; 12,6 tỷ ; 100 m2; Đường Gò Ô Môi, Phường Phú Thuận, Quận 7, Hồ Chí Minh;;
2286;13114771;_;;Cần bán;7m;;Biệt thự, nhà liền kề;---;;5m;4;;14m;6;---; 12 tỷ ; 71 m2; Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Hồ Chí Minh;;
2287;13114606;_;---;Cần bán;6m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;6,6m;3;---;11m;3;---; 12 tỷ ; 74 m2; Đường Lê Thị Chợ, Phường Phú Thuận, Quận 7, Hồ Chí Minh;;
2288;13102232;_;;Cần bán;6m;;Biệt thự, nhà liền kề;---;;5,5m;5;;13m;6;---; 12,8 tỷ ; 76 m2; Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh;;
2289;13574870;Đông Nam;---;Cần bán;5m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;8,3m;3;;---;3;---; 10,5 tỷ ; 124 m2; Đường Quang Tiến, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội;;
2290;13548827;Đông Nam;---;Cần bán;10m;---;Biệt thự, nhà liền kề;---;---;15m;4;;---;4;---; 22,5 tỷ ; 616 m2; Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội;;
2291;12738484;_;;Cần bán;12m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;10m;5;;16m;6;---; 58 tỷ ; 160 m2; Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh;Khu đô thị mới Hà Đô Centrosa Garden(xem chi tiết dự án);
2292;13482791;_;---;Cần bán;15m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;33m;4;---;9,24m;4;---; 106 tỷ ; 305 m2; Đường Nguyễn Hoàng Tôn, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội;;
2293;13485174;_;;Cần bán;12m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;5,1m;5;;17,6m;4;---; 30 tỷ ; 90 m2; Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội;Căn hộ chung cư Viglacera 671 Hoàng Hoa Thám(xem chi tiết dự án);
2294;13496202;_;---;Cần bán;10m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;5m;6;---;16,4m;5;---; 26 tỷ ; 82 m2; Đường Trung Yên, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội;;
2295;10543755;Đông Nam;---;Cần bán;13m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;---;2;---;---;3;---; 1,5 tỷ ; 80 m2; Đường Nguyễn Tất Thành, Xã Phước Đồng, Thành phố Nha Trang, Khánh Hòa;Khu dân cư Phước Đồng(xem chi tiết dự án);
2296;12793950;_;;Cần bán;10m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;16m;2;;39m;5;---; 19 tỷ ; 595 m2; Đường Nguyễn Đình Chiểu, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng;;
2297;12251584;_;;Cần bán;7,5m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;10,2m;3;;40m;5;---; 17,8 tỷ ; 460 m2; Đường K20, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng;;
2298;11900496;_;;Cần bán;11m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;12m;3;;25m;5;---; 28 tỷ ; 300 m2; Đường 29/3, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng;;
2299;11741312;_;;Cần bán;18m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;5m;4;;34m;4;---; 19,2 tỷ ; 170 m2; Đường Nguyễn Hữu Thọ, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng;;
2300;12808089;_;;Cần bán;11m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;38m;3;;34m;10;---; 190 tỷ ; 1.250 m2; Đường Phan Đăng Lưu, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng;;
2301;11807740;_;;Cần bán;10,m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;---;3;;---;4;---; 8 tỷ ; 100 m2; Đường Đinh Thị Vân, Quận Thanh Khê, Đà Nẵng;;
2302;12256431;_;;Cần bán;7,5m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;14m;6;;20m;12;---; 32 tỷ ; 232 m2; Đường Hoàng Thiều Hoa, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng;;
2303;13495463;_;;Cần bán;8m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;6,5m;4;;---;6;---; 24,5 tỷ ; 110 m2; Phố Trần Bình, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội;;
2304;13446073;_;;Cần bán;15m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;13m;4;;---;4;---; 86 tỷ ; 200 m2; Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội;;
2305;13470480;_;;Cần bán;20m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;22m;5;;---;4;---; 19,9 tỷ ; 145 m2; Đường Quốc lộ 32, Thị trấn Trạm Trôi, Huyện Hoài Đức, Hà Nội;Khu đô thị mới Lideco - Bắc Quốc lộ 32(xem chi tiết dự án);
2306;13469604;_;---;Cần bán;8m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;8,2m;5;---;---;4;---; 33 tỷ ; 120 m2; Đường Tô Ngọc Vân, Phường Quảng An, Quận Tây Hồ, Hà Nội;;
2307;13469821;_;;Cần bán;12m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;6m;4;;---;4;---; 29,9 tỷ ; 100 m2; Phố Dịch Vọng Hậu, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội;;
2308;13477167;_;;Cần bán;12m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;5,1m;5;;---;4;---; 30 tỷ ; 90 m2; Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội;Căn hộ chung cư Viglacera 671 Hoàng Hoa Thám(xem chi tiết dự án);
2309;12761367;_;;Cần bán;11m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;35m;3;;36m;10;---; 190 tỷ ; 1.258 m2; Đường 2/9, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng;;
2310;13452280;_;;Cần bán;12m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;6m;5;;15,5m;2;---; 28 tỷ ; 93 m2; Đường Hàm Nghi, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội;;
2311;13139801;_;;Cần bán;10m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;8m;4;;25m;6;---; 40 tỷ ; 200 m2; Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội;;
2312;13252480;_;;Cần bán;10m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;10m;4;;20m;6;---; 40 tỷ ; 200 m2; Đường Nguyễn Cơ Thạch, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội;Khu đô thị mới Mỹ Đình I(xem chi tiết dự án);
2313;12734851;_;;Cần bán;10m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;6,6m;4;;16,06m;4;---; 23 tỷ ; 106 m2; Phố Trần Bình, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội;;
2314;12928496;_;;Cần bán;8m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;6m;4;;12,5m;6;---; 25 tỷ ; 75 m2; Đường Nam Trung Yên, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội;Khu đô thị mới Nam Trung Yên(xem chi tiết dự án);
2315;12497772;_;;Cần bán;12m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;8,2m;4;;15m;6;---; 43 tỷ ; 205 m2; Phố Trần Đăng Ninh, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội;;
2316;13280045;_;;Cần bán;10m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;8m;4;;25m;5;---; 42 tỷ ; 200 m2; Phố Trần Đăng Ninh, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội;;
2317;12490800;_;---;Cần bán;4m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;8m;7;---;---;7;---; 23,5 tỷ ; 150 m2; Đường Phạm Văn Đồng, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội;;
2318;11531003;_;;Cần bán;100m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;---;5;;---;8;---; 38 tỷ ; 2.000 m2; Đường Xuân La, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội;;
2319;13336165;_;---;Cần bán;12m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;---;4;---;---;4;---; 8,4 tỷ ; 45 m2; Phố Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội;;
2320;12146590;_;---;Cần bán;6m;---;Biệt thự, nhà liền kề;---;---;---;4;---;---;4;---; 8 tỷ ; 40 m2; Phố Doãn Kế Thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội;;
2321;12498145;_;---;Cần bán;5m;---;Biệt thự, nhà liền kề;---;---;---;5;---;---;8;---; 16,3 tỷ ; 55 m2; Đường Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội;;
2322;12455537;_;---;Cần bán;5m;---;Biệt thự, nhà liền kề;---;---;---;4;---;---;3;---; 5,1 tỷ ; 35 m2; Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội;;
2323;12368022;_;---;Cần bán;6m;---;Biệt thự, nhà liền kề;---;---;---;5;---;---;5;---; 12,5 tỷ ; 50 m2; Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội;;
2324;12773062;_;---;Cần bán;4m;---;Biệt thự, nhà liền kề;---;---;---;5;---;---;3;---; 3,75 tỷ ; 35 m2; Phố Trần Bình, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội;;
2325;12948697;_;---;Cần bán;2,5m;---;Biệt thự, nhà liền kề;---;---;---;6;---;---;8;---; 5,7 tỷ ; 48 m2; Đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội;;
2326;13280867;_;---;Cần bán;2,5m;---;Biệt thự, nhà liền kề;---;---;---;4;---;---;4;---; 3,8 tỷ ; 52 m2; Đường Văn La, Phường Phú La, Quận Hà Đông, Hà Nội;;
2327;13248939;_;---;Cần bán;2,5m;---;Biệt thự, nhà liền kề;---;---;---;5;---;---;6;---; 4,5 tỷ ; 36 m2; Đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội;;
2328;13142811;_;---;Cần bán;4m;---;Biệt thự, nhà liền kề;---;---;---;4;---;---;4;---; 4,55 tỷ ; 36 m2; Đường Lạc Long Quân, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội;;
2329;13143381;_;---;Cần bán;4m;---;Biệt thự, nhà liền kề;---;---;---;5;---;---;7;---; 5,8 tỷ ; 38 m2; Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội;;
2330;13205364;_;---;Cần bán;3m;---;Biệt thự, nhà liền kề;---;---;---;3;---;---;4;---; 8,5 tỷ ; 85 m2; Đường Hoàng Hoa Thám, Phường Ngọc Hà, Quận Ba Đình, Hà Nội;;
2331;13107997;_;---;Cần bán;6m;---;Biệt thự, nhà liền kề;---;---;---;4;---;---;4;---; 7,4 tỷ ; 38 m2; Phố Hoàng Ngọc Phách, Phường Láng Hạ, Quận Đống Đa, Hà Nội;;
2332;13091822;_;---;Cần bán;3m;---;Biệt thự, nhà liền kề;---;---;---;5;---;---;3;---; 3,95 tỷ ; 32 m2; Đường Đa Sĩ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội;;
2333;13462313;_;---;Cần bán;6m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;---;5;---;---;4;---; 3,1 tỷ ; 32 m2; Đường Miêu Nha, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội;;
2334;13482335;_;---;Cần bán;5m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;---;5;---;---;4;---; 5,45 tỷ ; 34 m2; Phố Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội;;
2335;13557483;_;---;Cần bán;4m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;---;7;---;---;4;---; 12,2 tỷ ; 58 m2; Đường Nguyễn Xiển, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội;;
2336;13566288;_;---;Cần bán;4m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;---;4;---;---;4;---; 4,25 tỷ ; 30 m2; Đường Cẩm Văn, Phường Hàng Bột, Quận Đống Đa, Hà Nội;;
2337;13587470;_;---;Cần bán;4m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;---;6;---;---;3;---; 7,9 tỷ ; 44 m2; Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội;;
2338;13585032;_;---;Cần bán;4m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;---;4;---;---;6;---; 6,35 tỷ ; 41 m2; Phố Hoa Bằng, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội;;
2339;13002678;_;---;Cần bán;2,5m;---;Biệt thự, nhà liền kề;---;---;---;5;---;---;3;---; 3,6 tỷ ; 36 m2; Đường Phú Đô, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội;;
2340;12847224;_;---;Cần bán;6m;---;Biệt thự, nhà liền kề;---;---;---;4;---;---;4;---; 5,6 tỷ ; 38 m2; Phố Trần Quý Kiên, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội;;
2341;12343192;_;;Cần bán;25m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;4,5m;5;;20m;4;---; 11,9 tỷ ; 90 m2; Đường Văn La, Phường Phú La, Quận Hà Đông, Hà Nội;Khu đô thị mới Văn Phú(xem chi tiết dự án);
2342;12320984;_;;Cần bán;12m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;---;4;;---;4;---; 7,1 tỷ ; 55 m2; Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội;Khu đô thị mới La Khê(xem chi tiết dự án);
2343;12418774;_;;Cần bán;13m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;4m;4;;11,2m;4;---; 7,69 tỷ ; 45 m2; Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội;Khu đô thị mới Vạn Phúc(xem chi tiết dự án);
2344;13439503;_;---;Cần bán;15m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;---;5;---;---;5;---; 10,3 tỷ ; 68 m2; Đường Văn Khê, Phường Kiến Hưng, Quận Hà Đông, Hà Nội;Khu biệt thự Kiến Hưng Luxury(xem chi tiết dự án);
2345;13415877;_;---;Cần bán;13m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;---;4;---;---;4;---; 8,25 tỷ ; 45 m2; Đường Phùng Khoang, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội;;
2346;13425414;_;;Cần bán;15m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;---;5;;---;4;---; 11,2 tỷ ; 81 m2; Đường Hạnh Phúc, Phường Phú La, Quận Hà Đông, Hà Nội;Khu biệt thự La Casta HiBrand(xem chi tiết dự án);
2347;13385450;_;;Cần bán;15m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;---;5;;---;4;---; 8,49 tỷ ; 63 m2; Đường Văn Khê, Phường Phú Lương, Quận Hà Đông, Hà Nội;Khu đô thị mới Phú Lương(xem chi tiết dự án);
2348;13385626;_;;Cần bán;15m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;---;5;;---;4;---; 7,55 tỷ ; 55 m2; Đường Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội;;
2349;13080466;_;;Cần bán;15m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;---;4;;---;4;---; 14,99 tỷ ; 77 m2; Đường Mỗ Lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội;Khu phức hợp Làng Việt Kiều Châu Âu Euroland(xem chi tiết dự án);
2350;13099458;_;;Cần bán;30m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;---;5;;---;4;---; 13,33 tỷ ; 83 m2; Phố Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội;Khu đô thị mới Xa La(xem chi tiết dự án);
2351;13064261;_;;Cần bán;24m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;---;4;;---;4;---; 12,8 tỷ ; 83 m2; Đường Tố Hữu, Phường La Khê, Quận Hà Đông, Hà Nội;Khu đô thị mới Văn Khê(xem chi tiết dự án);
2352;13044029;_;---;Cần bán;12m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;---;5;---;---;4;---; 7,88 tỷ ; 50 m2; Đường Mỗ Lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội;;
2353;13178795;_;;Cần bán;15m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;---;4;;---;4;---; 10,53 tỷ ; 95 m2; Đường Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội;Khu đô thị mới Geleximco-Lê Trọng Tấn(xem chi tiết dự án);
2354;13247065;_;---;Cần bán;15m;---;Biệt thự, nhà liền kề;---;---;---;4;---;---;5;---; 26,99 tỷ ; 246 m2; Đường Tố Hữu, Phường Dương Nội, Quận Hà Đông, Hà Nội;Khu đô thị mới Dương Nội - Nam Cường(xem chi tiết dự án);
2355;13240274;_;---;Cần bán;24m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;---;4;---;---;4;---; 12,59 tỷ ; 121 m2; Phố Trung Bình, Phường Phú La, Quận Hà Đông, Hà Nội;;
2356;13244251;_;;Cần bán;15m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;---;4;;---;5;---; 19,89 tỷ ; 180 m2; Đường Vạn Phúc, Phường La Khê, Quận Hà Đông, Hà Nội;;
2357;13335087;_;;Cần bán;15m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;---;5;;---;4;---; 15,88 tỷ ; 100 m2; Đường Yên Xá, Xã Tân Triều, Huyện Thanh Trì, Hà Nội;;
2358;13332522;_;;Cần bán;15m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;---;5;;---;4;---; 25,5 tỷ ; 167 m2; Phố Lý Thường Kiệt, Phường Phú La, Quận Hà Đông, Hà Nội;Khu biệt thự The Mansions(xem chi tiết dự án);
2359;13343281;_;;Cần bán;15m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;---;4;;---;4;---; 12,33 tỷ ; 90 m2; Đường Văn La, Phường Phú La, Quận Hà Đông, Hà Nội;Nhà phố Khu nhà ở V5 V6(xem chi tiết dự án);
2360;13347494;_;;Cần bán;15m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;---;4;;---;6;---; 49,5 tỷ ; 450 m2; Đường Phú Trung, Phường Phú La, Quận Hà Đông, Hà Nội;;
2361;13353766;_;;Cần bán;15m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;---;4;;---;4;---; 28,9 tỷ ; 187 m2; Đường Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội;Khu đô thị mới Văn Quán(xem chi tiết dự án);
2362;13388562;_;;Cần bán;17m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;---;4;;---;4;---; 26,8 tỷ ; 177 m2; Đường Lê Văn Lương, Phường Dương Nội, Quận Hà Đông, Hà Nội;Khu biệt thự An Vượng Villas(xem chi tiết dự án);
2363;13503189;_;;Cần bán;24m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;---;4;;---;5;---; 26 tỷ ; 120 m2; Phố Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội;;
2364;12320882;_;;Cần bán;13m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;5,7m;4;;20m;4;---; 16,8 tỷ ; 115 m2; Đường Việt Hưng, Phường Việt Hưng, Quận Long Biên, Hà Nội;Khu đô thị mới Việt Hưng(xem chi tiết dự án);
2365;13504969;_;---;Cần bán;12m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;8m;2;---;20m;4;---; 31,5 tỷ ; 160 m2; Đường Cao Đức Lân, Phường An Phú, Thành phố Thủ Đức, Hồ Chí Minh;;
2366;13457949;_;---;Cần bán;18m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;15m;---;---;35m;---;---; 61,5 tỷ ; 486 m2; Đường Số 10, Phường Bình An, Thành phố Thủ Đức, Hồ Chí Minh;;
2367;13448350;_;---;Cần bán;12m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;8m;4;---;26m;6;---; 46 tỷ ; 545 m2; Phường Thảo Điền, Thành phố Thủ Đức, Hồ Chí Minh;;
2368;13448355;_;---;Cần bán;12m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;7m;2;---;24m;4;---; 30 tỷ ; 168 m2; Đường Trần Não, Phường Bình An, Thành phố Thủ Đức, Hồ Chí Minh;;
2369;13448364;_;---;Cần bán;12m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;14m;2;---;24m;5;---; 60 tỷ ; 320 m2; Đường Cao Đức Lân, Thành phố Thủ Đức, Hồ Chí Minh;;
2370;13401814;_;---;Cần bán;12m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;10m;3;---;20m;5;---; 50 tỷ ; 269 m2; Đường Cao Đức Lân, Phường An Phú, Thành phố Thủ Đức, Hồ Chí Minh;;
2371;13438669;_;---;Cần bán;18m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;7,02m;2;---;26m;4;---; 40 tỷ ; 183 m2; Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Thành phố Thủ Đức, Hồ Chí Minh;;
2372;13432540;_;---;Cần bán;18m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;10m;2;---;20m;5;---; 45 tỷ ; 200 m2; Đường Cao Đức Lân, Phường An Phú, Thành phố Thủ Đức, Hồ Chí Minh;;
2373;13348331;_;---;Cần bán;12m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;10m;---;---;23m;---;---; 40 tỷ ; 233 m2; Quận 2, Hồ Chí Minh;;
2374;13332189;_;---;Cần bán;12m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;14m;3;---;15m;5;---; 27 tỷ ; 210 m2; Đường số 52,  Thành phố Thủ Đức, Hồ Chí Minh;;
2375;13286202;_;---;Cần bán;18m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;10m;3;---;20m;6;---; 53 tỷ ; 207 m2; Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Thành phố Thủ Đức, Hồ Chí Minh;;
2376;13515782;_;---;Cần bán;12m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;12m;1;---;28m;5;---; 58 tỷ ; 400 m2; Đường Quốc Hương, Phường Thảo Điền, Thành phố Thủ Đức, Hồ Chí Minh;;
2377;13515799;_;---;Cần bán;15m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;10m;5;---;21m;8;---; 54 tỷ ; 479 m2; Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Thành phố Thủ Đức, Hồ Chí Minh;;
2378;13401715;Tây Nam;;Cần bán;3m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;7m;3;---;14m;6;---; 11,5 tỷ ; 100 m2; Đường Nguyễn Văn Đậu, Phường 5, Quận Bình Thạnh, Hồ Chí Minh;;
2379;12292097;_;---;Cần bán;3m;---;Biệt thự, nhà liền kề;---;---;8m;4;---;---;4;---; 34,9 tỷ ; 180 m2; 4 Đường Từ Hoa, Phường Quảng An, Quận Tây Hồ, Hà Nội;;
2380;12454370;_;---;Cần bán;7m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;7m;4;---;---;4;---; 24 tỷ ; 110 m2; 10 Phố Vạn Phúc, Phường Liễu Giai, Quận Ba Đình, Hà Nội;;
2381;12609103;_;---;Cần bán;8m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;5m;4;---;---;3;---; 26 tỷ ; 65 m2; 1 Đường Phan Đình Phùng, Phường Quán Thánh, Quận Ba Đình, Hà Nội;;
2382;11776168;_;---;Cần bán;6m;---;Biệt thự, nhà liền kề;---;---;7m;3;---;---;3;---; 24 tỷ ; 100 m2; 9 Phố Liễu Giai, Phường Liễu Giai, Quận Ba Đình, Hà Nội;;
2383;11771476;_;---;Cần bán;10m;---;Biệt thự, nhà liền kề;---;---;6m;5;---;---;4;---; 23 tỷ ; 85 m2; 9 Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội;;
2384;12819875;_;---;Cần bán;10m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;7m;6;;---;5;---; 21,95 tỷ ; 101 m2; 1 Phố Văn Cao, Phường Liễu Giai, Quận Ba Đình, Hà Nội;;
2385;13274954;_;---;Cần bán;4m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;8m;4;---;---;4;---; 26 tỷ ; 120 m2; Phố Nhật Chiêu, Phường Nhật Tân, Quận Tây Hồ, Hà Nội;;
2386;13249130;_;---;Cần bán;6m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;10m;5;---;---;5;---; 24 tỷ ; 120 m2; Đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội;;
