Hướng,Đường trước nhà(m),Loại BDS,Pháp lý,Số lầu,Số phòng ngủ,Giá(Tỷ),Diện tích(m2),Tỉnh/ Thành phố,Quận/ Huyện,Mật độ dân số (người/km²),GRDP(%)
Đông Nam,6.0,0,1,3,3,3.9,60.0,3,Hoàn Kiếm,25.588,6.27
Bắc,5.0,0,1,4,4,7.0,32.0,3,Đống Đa,37.161,6.27
Đông,4.0,0,1,4,3,10.6,31.0,3,Tây Hồ,6.578,6.27
Bắc,14.0,0,1,3,3,2.8,20.0,3,Thanh Xuân,32.255,6.27
Đông Nam,8.0,0,1,1,3,5.25,58.0,3,Hoàn Kiếm,25.588,6.27
Tây Nam,12.0,0,1,4,6,26.5,179.0,3,Tây Hồ,6.578,6.27
Nam,7.0,0,1,4,4,7.2,135.0,3,Hoàng Mai,12.564,6.27
Đông Nam,4.0,0,1,4,4,2.99,55.0,3,Hà Đông,8.021,6.27
Đông Nam,30.0,0,1,4,6,18.0,160.0,3,Hà Đông,8.021,6.27
Đông Nam,15.0,0,1,4,4,18.0,75.0,3,Hà Đông,8.021,6.27
Tây,10.0,0,1,3,2,4.95,80.0,3,Hoàn Kiếm,25.588,6.27
Tây Nam,6.0,0,1,4,5,26.3,179.0,3,Thanh Xuân,32.255,6.27
Đông Nam,15.0,0,1,4,5,33.8,171.0,3,Nam Từ Liêm,8.364,6.27
Đông Nam,4.0,0,1,4,4,2.99,55.0,3,Hà Đông,8.021,6.27
Đông Nam,30.0,0,1,4,6,18.0,160.0,3,Hà Đông,8.021,6.27
Đông Nam,15.0,0,1,4,4,18.0,75.0,3,Hà Đông,8.021,6.27
Tây,10.0,0,1,3,2,4.95,80.0,3,Hoàn Kiếm,25.588,6.27
Tây Nam,6.0,0,1,4,5,26.3,179.0,3,Thanh Xuân,32.255,6.27
Đông Nam,15.0,0,1,4,5,33.8,171.0,3,Nam Từ Liêm,8.364,6.27
Đông Nam,14.0,0,1,5,6,7.4,55.0,3,Hà Đông,8.021,6.27
Đông Nam,15.0,0,1,4,4,100.0,270.0,3,Cầu Giấy,23.516,6.27
Đông Bắc,6.0,0,1,4,5,30.0,320.0,3,Long Biên,5.394,6.27
Đông Nam,14.0,0,1,5,6,7.4,55.0,3,Hà Đông,8.021,6.27
Đông Nam,15.0,0,1,4,4,100.0,270.0,3,Cầu Giấy,23.516,6.27
Đông Bắc,6.0,0,1,4,5,30.0,320.0,3,Long Biên,5.394,6.27
Tây,15.0,0,1,1,1,5.0,68.0,3,Hoài Đức,3.094,6.27
Đông Nam,12.0,0,1,6,5,9.0,50.0,3,Hà Đông,8.021,6.27
Đông Nam,10.0,0,1,5,5,16.5,155.0,3,Gia Lâm,2.452,6.27
Tây Bắc,12.0,0,1,5,4,14.0,80.0,3,Nam Từ Liêm,8.364,6.27
Đông Nam,14.0,0,1,3,3,6.0,137.0,3,Mê Linh,1.688,6.27
Tây Bắc,12.0,0,1,4,6,7.8,75.0,3,Hoài Đức,3.094,6.27
Đông Bắc,17.0,0,1,4,6,12.2,78.0,3,Nam Từ Liêm,8.364,6.27
Tây Nam,8.0,0,1,4,4,7.8,94.0,3,Hoài Đức,3.094,6.27
Đông Nam,14.0,0,1,4,5,17.0,240.0,3,Hà Đông,8.021,6.27
Đông Nam,15.0,0,0,4,5,5.5,45.0,3,Hà Đông,8.021,6.27
Tây Nam,6.0,0,1,6,5,13.8,58.0,3,Long Biên,5.394,6.27
Đông Nam,4.0,0,1,7,5,16.0,75.0,3,Long Biên,5.394,6.27
Đông Nam,5.0,0,1,3,3,10.5,124.0,3,Nam Từ Liêm,8.364,6.27
Đông Nam,10.0,0,0,4,4,22.5,616.0,3,Bắc Từ Liêm,7.529,6.27
Nam,9.0,0,1,4,4,25.0,130.0,3,Hai Bà Trưng,29.474,6.27
Đông Nam,6.0,0,1,4,3,14.5,72.0,3,Hoàng Mai,12.564,6.27
Đông Nam,13.0,0,1,3,4,75.0,260.0,3,Hai Bà Trưng,29.474,6.27
Đông Nam,8.0,0,1,7,2,18.8,75.0,3,Ba Đình,24.119,6.27
Tây Nam,30.0,0,1,4,4,61.5,155.0,3,Tây Hồ,6.578,6.27
Đông Nam,15.0,0,1,3,3,14.8,232.0,3,Đông Anh,2.186,6.27
Tây Nam,30.0,0,1,6,6,127.0,333.0,3,Tây Hồ,6.578,6.27
Đông Nam,15.0,0,1,4,5,64.5,300.0,3,Tây Hồ,6.578,6.27
Đông Nam,20.0,0,1,5,6,82.0,398.0,3,Cầu Giấy,23.516,6.27
Đông Nam,20.0,0,1,4,3,2.0,45.0,3,Chương Mỹ,1.421,6.27
Nam,5.0,0,1,4,6,22.5,80.0,3,Cầu Giấy,23.516,6.27
Nam,4.0,0,1,3,4,12.4,80.0,3,Cầu Giấy,23.516,6.27
Đông,10.0,0,1,2,6,29.0,180.0,3,Cầu Giấy,23.516,6.27
Nam,10.0,0,1,3,3,37.0,170.0,3,Bắc Từ Liêm,7.529,6.27
Đông,12.0,0,1,4,5,32.0,178.0,3,Bắc Từ Liêm,7.529,6.27
Tây Nam,10.0,0,1,5,6,41.0,180.0,3,Cầu Giấy,23.516,6.27
Tây Nam,15.0,0,1,4,5,50.0,153.0,3,Cầu Giấy,23.516,6.27
Tây Nam,10.0,0,1,6,6,17.2,92.0,3,Hoàng Mai,12.564,6.27
Nam,15.0,0,1,5,7,7.2,90.0,3,Đông Anh,2.186,6.27
Đông Nam,15.0,0,0,4,4,48.0,146.0,3,Cầu Giấy,23.516,6.27
Đông Nam,12.0,0,1,4,5,4.95,50.0,3,Hà Đông,8.021,6.27
Tây Bắc,15.0,0,1,5,5,16.0,162.0,3,Hoài Đức,3.094,6.27
Tây Nam,20.0,0,1,4,6,93.0,300.0,3,Cầu Giấy,23.516,6.27
Đông Nam,20.0,0,1,4,4,40.0,152.0,3,Cầu Giấy,23.516,6.27
Tây Bắc,10.0,0,1,6,6,18.6,61.0,3,Đống Đa,37.161,6.27
Đông Nam,16.0,0,1,4,5,18.5,123.0,3,Long Biên,5.394,6.27
Đông Nam,20.0,0,1,4,6,51.8,158.0,3,Cầu Giấy,23.516,6.27
Đông Nam,12.0,0,1,5,4,12.5,68.0,3,Hoàng Mai,12.564,6.27
Nam,7.0,0,1,5,4,4.0,35.0,3,Long Biên,5.394,6.27
Tây Bắc,5.0,0,1,5,5,12.0,130.0,3,Long Biên,5.394,6.27
Đông Nam,16.0,0,1,4,5,18.5,123.0,3,Long Biên,5.394,6.27
Đông Nam,20.0,0,1,4,6,51.8,158.0,3,Cầu Giấy,23.516,6.27
Đông Nam,12.0,0,1,5,4,12.5,68.0,3,Hoàng Mai,12.564,6.27
Nam,7.0,0,1,5,4,4.0,35.0,3,Long Biên,5.394,6.27
Tây Bắc,5.0,0,1,5,5,12.0,130.0,3,Long Biên,5.394,6.27
Đông Bắc,18.0,0,1,4,5,21.0,200.0,3,Hoàng Mai,12.564,6.27
Đông Bắc,9.0,0,1,3,4,21.0,200.0,3,Hoàng Mai,12.564,6.27
Đông Nam,6.0,0,1,5,5,7.8,65.0,3,Hà Đông,8.021,6.27
Tây Bắc,10.0,0,1,4,4,50.0,288.0,3,Hoàng Mai,12.564,6.27
Đông,10.0,0,1,4,4,24.5,105.0,3,Cầu Giấy,23.516,6.27
Đông Nam,15.0,0,1,4,4,89.0,305.0,3,Tây Hồ,6.578,6.27
Đông,10.0,0,1,4,4,24.5,105.0,3,Cầu Giấy,23.516,6.27
Đông Nam,15.0,0,1,4,4,89.0,305.0,3,Tây Hồ,6.578,6.27
Tây Nam,30.0,0,1,5,5,120.0,280.0,3,Cầu Giấy,23.516,6.27
Tây Bắc,13.0,0,1,4,5,29.0,460.0,3,Hoài Đức,3.094,6.27
Đông Nam,30.0,0,1,3,5,71.0,310.0,3,Nam Từ Liêm,8.364,6.27
Nam,10.0,0,1,5,5,57.0,210.0,3,Cầu Giấy,23.516,6.27
Đông Nam,12.0,0,1,4,5,52.0,247.0,3,Cầu Giấy,23.516,6.27
Đông Nam,10.0,0,1,5,5,45.0,230.0,3,Thanh Xuân,32.255,6.27
Đông Nam,8.0,0,1,4,6,29.0,216.0,3,Nam Từ Liêm,8.364,6.27
Tây Bắc,10.0,0,1,4,6,99.5,300.0,3,Cầu Giấy,23.516,6.27
Đông Nam,15.0,0,1,5,6,52.0,201.0,3,Cầu Giấy,23.516,6.27
Tây Nam,15.0,0,1,5,6,28.8,146.0,3,Thanh Xuân,32.255,6.27
Đông Nam,12.0,0,1,5,6,15.8,75.0,3,Hoàng Mai,12.564,6.27
Tây Bắc,16.0,0,1,5,4,12.9,55.0,3,Hà Đông,8.021,6.27
Tây Bắc,12.0,0,1,5,5,8.8,55.0,3,Hà Đông,8.021,6.27
Tây Bắc,12.0,0,1,6,6,9.5,55.0,3,Hà Đông,8.021,6.27
Đông Bắc,12.0,0,1,7,5,12.5,55.0,3,Hà Đông,8.021,6.27
Tây Nam,10.0,0,1,5,4,7.95,58.0,3,Hà Đông,8.021,6.27
Đông Bắc,14.0,0,1,5,5,14.0,95.0,3,Hà Đông,8.021,6.27
Đông Nam,14.0,0,1,7,5,10.5,55.0,3,Hà Đông,8.021,6.27
Tây Bắc,14.0,0,1,5,6,10.8,83.0,3,Hà Đông,8.021,6.27
Tây Nam,8.0,0,1,4,4,6.25,45.0,3,Hà Đông,8.021,6.27
Tây Nam,18.0,0,1,5,4,13.2,75.0,3,Hà Đông,8.021,6.27
Tây Bắc,12.0,0,1,5,5,7.5,47.0,3,Hà Đông,8.021,6.27
Bắc,12.0,0,1,7,6,8.3,55.0,3,Hà Đông,8.021,6.27
Đông Bắc,14.0,0,1,6,6,10.3,55.0,3,Hà Đông,8.021,6.27
Đông Nam,12.0,0,1,7,5,11.7,55.0,3,Hà Đông,8.021,6.27
Đông Nam,14.0,0,1,7,5,10.3,55.0,3,Hà Đông,8.021,6.27
Tây Bắc,14.0,0,1,7,5,12.5,55.0,3,Hà Đông,8.021,6.27
Đông Nam,14.0,0,1,7,5,12.9,55.0,3,Hà Đông,8.021,6.27
Đông Nam,14.0,0,1,7,5,12.5,52.0,3,Hà Đông,8.021,6.27
Tây Bắc,12.0,0,1,5,4,8.3,52.0,3,Hà Đông,8.021,6.27
Đông,12.0,0,1,3,4,14.7,150.0,3,Hoài Đức,3.094,6.27
Đông Nam,15.0,0,1,3,5,21.0,180.0,3,Hà Đông,8.021,6.27
Đông Nam,17.0,0,1,5,6,19.5,115.0,3,Hoàng Mai,12.564,6.27
Đông Nam,17.0,0,1,5,6,7.65,40.0,3,Hà Đông,8.021,6.27
Đông Nam,14.0,0,1,5,4,4.0,100.0,3,Mê Linh,1.688,6.27
Đông Nam,12.0,0,1,5,4,7.5,50.0,3,Hà Đông,8.021,6.27
Đông Nam,12.0,0,1,5,4,12.2,70.0,3,Hà Đông,8.021,6.27
Đông Nam,10.0,0,1,4,4,15.8,140.0,3,Hà Đông,8.021,6.27
Đông Nam,3.0,0,1,3,3,5.2,162.0,3,Thanh Trì,4.342,6.27
Đông Nam,4.0,0,1,4,4,2.99,55.0,3,Hà Đông,8.021,6.27
Bắc,5.0,0,1,4,4,7.35,40.0,3,Hoàng Mai,12.564,6.27
Đông Nam,3.0,0,0,3,3,2.25,31.0,3,Hoài Đức,3.094,6.27
Đông Nam,3.0,0,1,4,4,3.03,30.0,3,Hoài Đức,3.094,6.27
Đông Nam,3.0,0,0,4,4,3.03,30.0,3,Hoài Đức,3.094,6.27
Đông Nam,3.0,0,1,4,4,2.03,30.0,3,Thanh Oai,1.703,6.27
Đông Nam,14.0,0,1,4,5,17.0,240.0,3,Hà Đông,8.021,6.27
Đông Bắc,5.0,0,1,4,4,13.8,90.0,3,Hà Đông,8.021,6.27
Tây Bắc,15.0,0,1,4,6,21.5,186.0,3,Hà Đông,8.021,6.27
Đông Bắc,12.0,0,1,5,6,12.0,76.0,3,Hà Đông,8.021,6.27
Đông Bắc,12.0,0,1,3,5,25.5,198.0,3,Hà Đông,8.021,6.27
Tây Bắc,40.0,0,1,3,6,45.0,200.0,3,Hà Đông,8.021,6.27
Đông Bắc,20.0,0,1,5,5,22.0,110.0,3,Tây Hồ,6.578,6.27
Đông,30.0,0,1,3,4,49.0,137.0,3,Cầu Giấy,23.516,6.27
Đông,10.0,0,1,2,6,29.0,180.0,3,Cầu Giấy,23.516,6.27
Nam,5.0,0,1,4,6,22.5,80.0,3,Cầu Giấy,23.516,6.27
Nam,4.0,0,1,3,4,12.4,80.0,3,Cầu Giấy,23.516,6.27
Đông,12.0,0,1,4,5,32.0,178.0,3,Bắc Từ Liêm,7.529,6.27
Nam,10.0,0,1,3,3,37.0,170.0,3,Bắc Từ Liêm,7.529,6.27
Đông Nam,20.0,0,1,5,6,39.8,128.0,3,Cầu Giấy,23.516,6.27
Tây Nam,70.0,0,1,5,4,53.0,179.0,3,Hà Đông,8.021,6.27
Đông Nam,10.0,0,1,4,4,5.6,50.0,3,Hà Đông,8.021,6.27
Đông Nam,10.0,0,1,4,5,8.6,55.0,3,Hà Đông,8.021,6.27
Đông Nam,12.0,0,1,5,4,9.15,50.0,3,Hà Đông,8.021,6.27
Đông Nam,12.0,0,1,5,4,8.95,50.0,3,Hà Đông,8.021,6.27
Đông Bắc,15.0,0,1,6,4,27.5,130.0,3,Hoàng Mai,12.564,6.27
Tây,8.0,0,1,5,4,11.0,44.0,3,Hai Bà Trưng,29.474,6.27
Tây,10.0,0,1,4,4,10.5,50.0,3,Hai Bà Trưng,29.474,6.27
Tây Nam,5.0,0,1,6,3,9.5,40.0,3,Hoàng Mai,12.564,6.27
Bắc,4.0,0,1,5,4,29.8,93.0,3,Hai Bà Trưng,29.474,6.27
Tây,15.0,0,1,7,10,13.6,42.0,3,Hai Bà Trưng,29.474,6.27
Tây Nam,15.0,0,1,5,6,15.0,46.0,3,Hai Bà Trưng,29.474,6.27
Bắc,10.0,0,1,4,4,14.5,55.0,3,Hai Bà Trưng,29.474,6.27
Đông Bắc,10.0,0,1,5,6,12.4,64.0,3,Hai Bà Trưng,29.474,6.27
Bắc,6.0,0,1,6,4,27.5,80.0,3,Hai Bà Trưng,29.474,6.27
Nam,15.0,0,1,5,5,21.0,114.0,3,Hoàng Mai,12.564,6.27
Nam,8.0,0,0,8,5,18.9,78.0,3,Thanh Xuân,32.255,6.27
Bắc,10.0,0,1,4,3,16.5,73.0,3,Hai Bà Trưng,29.474,6.27
Tây Nam,15.0,0,1,5,6,28.8,146.0,3,Thanh Xuân,32.255,6.27
Nam,10.0,0,1,5,5,57.0,210.0,3,Cầu Giấy,23.516,6.27
Đông Nam,30.0,0,1,3,5,71.0,310.0,3,Nam Từ Liêm,8.364,6.27
Tây Bắc,13.0,0,1,4,5,29.0,460.0,3,Hoài Đức,3.094,6.27
Đông Nam,8.0,0,1,4,6,29.0,216.0,3,Nam Từ Liêm,8.364,6.27
Đông Nam,10.0,0,1,5,5,45.0,230.0,3,Thanh Xuân,32.255,6.27
Đông Nam,15.0,0,1,5,6,52.0,201.0,3,Cầu Giấy,23.516,6.27
Tây Bắc,10.0,0,1,4,6,99.5,300.0,3,Cầu Giấy,23.516,6.27
Đông Nam,12.0,0,1,4,5,52.0,247.0,3,Cầu Giấy,23.516,6.27
Đông,10.0,0,1,4,4,24.5,105.0,3,Cầu Giấy,23.516,6.27
Đông Nam,15.0,0,1,4,4,89.0,305.0,3,Tây Hồ,6.578,6.27
Đông Nam,12.0,0,1,3,4,20.0,180.0,3,Hà Đông,8.021,6.27
Đông Nam,12.0,0,1,3,4,26.0,225.0,3,Hà Đông,8.021,6.27
Đông,30.0,0,1,3,4,49.0,137.0,3,Cầu Giấy,23.516,6.27
Tây Bắc,40.0,0,1,4,4,16.5,95.0,3,Hà Đông,8.021,6.27
Đông Nam,12.0,0,1,5,4,15.5,80.0,3,Hà Đông,8.021,6.27
Đông Nam,12.0,0,0,6,4,10.6,50.0,3,Hà Đông,8.021,6.27
Tây,12.0,0,1,5,4,8.0,50.0,3,Hà Đông,8.021,6.27
Đông Nam,30.0,0,1,4,4,20.9,72.0,3,Hà Đông,8.021,6.27
Bắc,24.0,0,1,5,4,14.5,90.0,3,Hà Đông,8.021,6.27
Đông Nam,12.0,0,1,7,7,22.9,80.0,3,Hà Đông,8.021,6.27
Đông Bắc,16.0,0,1,4,6,110.0,342.0,3,Tây Hồ,6.578,6.27
Đông Nam,10.0,0,1,4,5,44.0,227.0,3,Bắc Từ Liêm,7.529,6.27
Tây Nam,30.0,0,1,3,3,70.0,300.0,3,Cầu Giấy,23.516,6.27
Tây,12.0,0,1,5,4,8.0,50.0,3,Hà Đông,8.021,6.27
Tây Bắc,40.0,0,1,4,4,16.5,95.0,3,Hà Đông,8.021,6.27
Đông Nam,12.0,0,1,5,4,15.5,80.0,3,Hà Đông,8.021,6.27
Đông Nam,12.0,0,0,6,4,10.6,50.0,3,Hà Đông,8.021,6.27
Đông Nam,30.0,0,1,4,4,20.9,72.0,3,Hà Đông,8.021,6.27
Đông Bắc,15.0,0,1,3,4,31.5,209.0,3,Long Biên,5.394,6.27
Tây Bắc,15.0,0,1,3,6,43.0,202.0,3,Long Biên,5.394,6.27
Đông Nam,14.0,0,1,7,5,10.5,55.0,3,Hà Đông,8.021,6.27
Đông Nam,12.0,0,1,5,4,8.5,50.0,3,Hà Đông,8.021,6.27
Tây Bắc,12.0,0,1,5,5,8.8,55.0,3,Hà Đông,8.021,6.27
Tây Bắc,12.0,0,1,6,6,9.5,55.0,3,Hà Đông,8.021,6.27
Đông Bắc,12.0,0,1,7,5,12.5,55.0,3,Hà Đông,8.021,6.27
Đông Bắc,14.0,0,1,5,5,14.0,95.0,3,Hà Đông,8.021,6.27
Tây Nam,10.0,0,1,5,4,7.95,58.0,3,Hà Đông,8.021,6.27
Đông Nam,12.0,0,1,7,5,11.7,55.0,3,Hà Đông,8.021,6.27
Đông Nam,14.0,0,1,7,5,10.3,55.0,3,Hà Đông,8.021,6.27
Đông Bắc,14.0,0,1,6,6,10.3,55.0,3,Hà Đông,8.021,6.27
Bắc,12.0,0,1,7,6,8.3,55.0,3,Hà Đông,8.021,6.27
Tây Nam,8.0,0,1,4,4,6.25,45.0,3,Hà Đông,8.021,6.27
Tây Bắc,14.0,0,1,5,6,10.8,83.0,3,Hà Đông,8.021,6.27
Tây Nam,18.0,0,1,5,4,13.2,75.0,3,Hà Đông,8.021,6.27
Tây Bắc,12.0,0,1,5,5,7.5,47.0,3,Hà Đông,8.021,6.27
Đông Nam,14.0,0,1,7,5,12.9,55.0,3,Hà Đông,8.021,6.27
Tây Bắc,14.0,0,1,7,5,12.5,55.0,3,Hà Đông,8.021,6.27
Đông Nam,12.0,0,1,5,4,9.4,55.0,3,Hà Đông,8.021,6.27
Đông Nam,12.0,0,1,7,5,11.8,55.0,3,Hà Đông,8.021,6.27
Tây Bắc,12.0,0,1,5,4,8.3,52.0,3,Hà Đông,8.021,6.27
Tây Nam,12.0,0,1,4,6,26.5,179.0,3,Tây Hồ,6.578,6.27
Đông Nam,6.0,0,1,3,3,3.9,60.0,3,Hoàn Kiếm,25.588,6.27
Bắc,5.0,0,1,4,4,7.0,32.0,3,Đống Đa,37.161,6.27
Đông,4.0,0,1,4,3,10.6,31.0,3,Tây Hồ,6.578,6.27
Bắc,14.0,0,1,3,3,2.8,20.0,3,Thanh Xuân,32.255,6.27
Đông Nam,8.0,0,1,1,3,5.25,58.0,3,Hoàn Kiếm,25.588,6.27
Nam,7.0,0,1,4,4,7.2,135.0,3,Hoàng Mai,12.564,6.27
Đông Nam,10.0,0,1,4,5,8.6,55.0,3,Hà Đông,8.021,6.27
Đông Nam,10.0,0,1,4,4,5.6,50.0,3,Hà Đông,8.021,6.27
Đông Nam,12.0,0,1,5,4,8.95,50.0,3,Hà Đông,8.021,6.27
Đông Nam,12.0,0,1,5,4,9.15,50.0,3,Hà Đông,8.021,6.27
Tây Bắc,6.0,0,1,4,5,26.3,179.0,3,Thanh Xuân,32.255,6.27
Bắc,24.0,0,1,5,4,14.5,90.0,3,Hà Đông,8.021,6.27
Đông Nam,12.0,0,1,7,7,22.9,80.0,3,Hà Đông,8.021,6.27
Tây Bắc,15.0,0,1,6,6,16.9,95.0,3,Hà Đông,8.021,6.27
Đông Nam,15.0,0,1,5,6,40.0,220.0,3,Cầu Giấy,23.516,6.27
Tây Bắc,15.0,0,1,5,6,50.0,245.0,3,Cầu Giấy,23.516,6.27
Đông Nam,15.0,0,1,5,6,50.0,230.0,3,Cầu Giấy,23.516,6.27
Đông Nam,20.0,0,1,5,6,50.0,220.0,3,Cầu Giấy,23.516,6.27
Tây Nam,15.0,0,1,5,6,40.0,200.0,3,Cầu Giấy,23.516,6.27
Nam,18.0,0,1,4,6,40.0,248.0,3,Hoàng Mai,12.564,6.27
Tây Bắc,16.0,0,1,5,4,9.6,77.0,3,Hà Đông,8.021,6.27
Bắc,15.0,0,1,3,4,16.5,119.0,3,Hoàng Mai,12.564,6.27
Bắc,10.0,0,1,5,5,10.7,51.0,3,Hoàng Mai,12.564,6.27
Bắc,15.0,0,1,3,4,19.5,120.0,3,Hoàng Mai,12.564,6.27
Đông Nam,12.0,0,1,7,5,11.8,55.0,3,Hà Đông,8.021,6.27
Đông Nam,12.0,0,1,5,4,9.4,55.0,3,Hà Đông,8.021,6.27
Đông Nam,12.0,0,1,4,5,22.8,150.0,3,Hà Đông,8.021,6.27
Đông Nam,18.0,0,1,4,4,9.5,60.0,3,Hà Đông,8.021,6.27
Đông Nam,6.0,0,1,2,5,13.0,250.0,3,Đông Anh,2.186,6.27
Đông Nam,20.0,0,1,5,6,39.8,128.0,3,Cầu Giấy,23.516,6.27
Tây Bắc,20.0,0,1,5,4,32.4,128.0,3,Hà Đông,8.021,6.27
Tây Nam,12.0,0,1,4,4,9.6,76.0,3,Hà Đông,8.021,6.27
Đông Nam,14.0,0,1,5,4,4.0,100.0,3,Mê Linh,1.688,6.27
Đông Nam,15.0,0,1,4,4,16.3,85.0,3,Hoàng Mai,12.564,6.27
Bắc,17.0,0,1,3,4,16.8,119.0,3,Hoàng Mai,12.564,6.27
Đông Nam,10.0,0,1,4,4,17.0,80.0,3,Hà Đông,8.021,6.27
Tây Bắc,15.0,0,1,3,5,17.5,100.0,3,Hà Đông,8.021,6.27
Đông Nam,4.0,0,1,5,5,6.3,40.0,3,Long Biên,5.394,6.27
Đông Bắc,8.0,0,1,7,5,35.0,100.0,3,Đống Đa,37.161,6.27
Đông Nam,4.0,0,1,5,5,6.3,40.0,3,Long Biên,5.394,6.27
Đông Bắc,8.0,0,1,7,5,35.0,100.0,3,Đống Đa,37.161,6.27
Đông Nam,4.0,0,1,5,5,6.3,40.0,3,Long Biên,5.394,6.27
Đông Bắc,8.0,0,1,7,5,35.0,100.0,3,Đống Đa,37.161,6.27
Đông Nam,4.0,0,1,5,5,6.3,40.0,3,Long Biên,5.394,6.27
Đông Bắc,8.0,0,1,7,5,35.0,100.0,3,Đống Đa,37.161,6.27
Đông Nam,4.0,0,1,5,5,6.3,40.0,3,Long Biên,5.394,6.27
Đông Bắc,8.0,0,1,7,5,35.0,100.0,3,Đống Đa,37.161,6.27
Đông Nam,4.0,0,1,5,5,6.3,40.0,3,Long Biên,5.394,6.27
Đông Bắc,8.0,0,1,7,5,35.0,100.0,3,Đống Đa,37.161,6.27
Đông Nam,4.0,0,1,5,5,6.3,40.0,3,Long Biên,5.394,6.27
Đông Bắc,8.0,0,1,7,5,35.0,100.0,3,Đống Đa,37.161,6.27
Đông Nam,4.0,0,1,5,5,6.3,40.0,3,Long Biên,5.394,6.27
Đông Bắc,8.0,0,1,7,5,35.0,100.0,3,Đống Đa,37.161,6.27
Đông Bắc,6.0,0,1,5,6,10.9,54.0,3,Cầu Giấy,23.516,6.27
Đông Nam,9.0,0,1,4,9,24.0,190.0,3,Hoàng Mai,12.564,6.27
Bắc,6.0,0,0,5,5,16.0,75.0,3,Hai Bà Trưng,29.474,6.27
Đông Nam,4.0,0,1,5,5,6.3,40.0,3,Long Biên,5.394,6.27
Đông Bắc,8.0,0,1,7,5,35.0,100.0,3,Đống Đa,37.161,6.27
Đông Nam,4.0,0,1,5,5,6.3,40.0,3,Long Biên,5.394,6.27
Đông Bắc,8.0,0,1,7,5,35.0,100.0,3,Đống Đa,37.161,6.27
Đông Nam,4.0,0,1,5,5,6.3,40.0,3,Long Biên,5.394,6.27
Đông Bắc,8.0,0,1,7,5,35.0,100.0,3,Đống Đa,37.161,6.27
Đông Nam,4.0,0,1,5,5,6.3,40.0,3,Long Biên,5.394,6.27
Đông Bắc,8.0,0,1,7,5,35.0,100.0,3,Đống Đa,37.161,6.27
Đông Nam,4.0,0,1,5,5,6.3,40.0,3,Long Biên,5.394,6.27
Đông Bắc,8.0,0,1,7,5,35.0,100.0,3,Đống Đa,37.161,6.27
Đông Nam,4.0,0,1,5,5,6.3,40.0,3,Long Biên,5.394,6.27
Đông Bắc,8.0,0,1,7,5,35.0,100.0,3,Đống Đa,37.161,6.27
Đông Nam,4.0,0,1,5,5,6.3,40.0,3,Long Biên,5.394,6.27
Đông Bắc,8.0,0,1,7,5,35.0,100.0,3,Đống Đa,37.161,6.27
Đông Nam,4.0,0,1,5,5,6.3,40.0,3,Long Biên,5.394,6.27
Đông Bắc,8.0,0,1,7,5,35.0,100.0,3,Đống Đa,37.161,6.27
Đông Bắc,6.0,0,1,5,6,10.9,54.0,3,Cầu Giấy,23.516,6.27
Đông Nam,9.0,0,1,4,9,24.0,190.0,3,Hoàng Mai,12.564,6.27
Bắc,6.0,0,0,5,5,16.0,75.0,3,Hai Bà Trưng,29.474,6.27
Đông Nam,12.0,0,1,5,5,6.9,50.0,3,Hà Đông,8.021,6.27
Đông Nam,4.0,0,1,5,5,6.3,40.0,3,Long Biên,5.394,6.27
Đông Bắc,8.0,0,1,7,5,35.0,100.0,3,Đống Đa,37.161,6.27
Đông Nam,4.0,0,1,5,5,6.3,40.0,3,Long Biên,5.394,6.27
Đông Bắc,8.0,0,1,7,5,35.0,100.0,3,Đống Đa,37.161,6.27
Đông Nam,4.0,0,1,5,5,6.3,40.0,3,Long Biên,5.394,6.27
Đông Bắc,8.0,0,1,7,5,35.0,100.0,3,Đống Đa,37.161,6.27
Đông Nam,4.0,0,1,5,5,6.3,40.0,3,Long Biên,5.394,6.27
Đông Bắc,8.0,0,1,7,5,35.0,100.0,3,Đống Đa,37.161,6.27
Đông Nam,4.0,0,1,5,5,6.3,40.0,3,Long Biên,5.394,6.27
Đông Bắc,8.0,0,1,7,5,35.0,100.0,3,Đống Đa,37.161,6.27
Đông Nam,4.0,0,1,5,5,6.3,40.0,3,Long Biên,5.394,6.27
Đông Bắc,8.0,0,1,7,5,35.0,100.0,3,Đống Đa,37.161,6.27
Đông Nam,4.0,0,1,5,5,6.3,40.0,3,Long Biên,5.394,6.27
Đông Bắc,8.0,0,1,7,5,35.0,100.0,3,Đống Đa,37.161,6.27
Đông Nam,4.0,0,1,5,5,6.3,40.0,3,Long Biên,5.394,6.27
Đông Bắc,8.0,0,1,7,5,35.0,100.0,3,Đống Đa,37.161,6.27
Đông Bắc,6.0,0,1,5,6,10.9,54.0,3,Cầu Giấy,23.516,6.27
Đông Nam,9.0,0,1,4,9,24.0,190.0,3,Hoàng Mai,12.564,6.27
Bắc,6.0,0,0,5,5,16.0,75.0,3,Hai Bà Trưng,29.474,6.27
Đông Nam,4.0,0,1,5,5,6.3,40.0,3,Long Biên,5.394,6.27
Đông Bắc,8.0,0,1,7,5,35.0,100.0,3,Đống Đa,37.161,6.27
Đông Nam,4.0,0,1,5,5,6.3,40.0,3,Long Biên,5.394,6.27
Đông Bắc,8.0,0,1,7,5,35.0,100.0,3,Đống Đa,37.161,6.27
