Hướng,Đường trước nhà(m),Loại BDS,Pháp lý,Số lầu,Số phòng ngủ,Giá(Tỷ),Diện tích(m2),Tỉnh/ Thành phố,Quận/ Huyện,Mật độ dân số (người/km²),GRDP(%)
_,20.0,1,0,4,4,14.2,68.0,7,Tân Bình,21.196,5.81
_,20.0,2,0,4,4,50.0,128.0,7,Quận 10,41.196,5.81
_,20.0,2,0,4,4,75.0,192.0,7,Quận 10,41.196,5.81
_,30.0,1,0,2,2,31.5,118.0,7,Tân Bình,21.196,5.81
_,35.0,1,0,9,7,130.0,285.0,7,Tân Phú,30.146,5.81
_,35.0,1,0,9,6,75.0,165.0,7,Tân Phú,30.146,5.81
_,30.0,1,0,11,9,200.0,420.0,7,Quận 3,38.852,5.81
_,35.0,1,0,9,5,75.0,160.0,7,Quận 5,36.994,5.81
_,25.0,1,0,1,3,46.0,200.0,7,Tân Phú,30.146,5.81
_,20.0,1,0,2,2,17.0,62.0,7,Tân Bình,21.196,5.81
_,35.0,1,0,5,5,32.0,88.0,7,Tân Bình,21.196,5.81
_,25.0,1,0,2,2,21.5,68.0,7,Tân Bình,21.196,5.81
_,20.0,1,0,9,9,150.0,303.0,7,Quận 5,36.994,5.81
_,30.0,1,0,1,1,31.0,100.0,7,Quận 3,38.852,5.81
_,20.0,1,0,1,1,99.0,463.0,7,Quận 10,41.196,5.81
_,20.0,1,0,1,1,36.0,125.0,7,Tân Bình,21.196,5.81
_,20.0,1,0,3,3,27.0,115.0,7,Tân Bình,21.196,5.81
_,20.0,1,0,2,3,20.0,78.0,7,Tân Bình,21.196,5.81
_,20.0,1,0,9,9,120.0,250.0,7,Tân Bình,21.196,5.81
_,20.0,1,0,7,7,150.0,486.0,7,Tân Phú,30.146,5.81
_,20.0,1,0,9,9,95.0,270.0,7,Tân Bình,21.196,5.81
_,20.0,1,0,6,6,64.0,208.0,7,Quận 10,41.196,5.81
_,20.0,1,0,7,7,48.0,150.0,7,Tân Bình,21.196,5.81
_,15.0,0,0,4,5,46.0,139.0,7,Phú Nhuận,33.461,5.81
_,25.0,1,0,2,2,50.0,90.0,7,Quận 1,18.523,5.81
_,30.0,1,0,3,3,34.0,72.0,7,Quận 5,36.994,5.81
_,25.0,1,0,4,6,60.0,78.0,7,Quận 1,18.523,5.81
_,20.0,1,0,1,1,42.0,175.0,7,Quận 5,36.994,5.81
_,20.0,1,0,2,3,66.0,208.0,7,Quận 1,18.523,5.81
_,20.0,1,0,5,14,240.0,91.0,7,Quận 10,41.196,5.81
_,25.0,1,0,2,2,51.0,150.0,7,Quận 10,41.196,5.81
_,30.0,1,0,1,1,110.0,661.0,7,Tân Bình,21.196,5.81
_,30.0,1,0,1,1,110.0,320.0,7,Tân Bình,21.196,5.81
_,15.0,2,0,1,1,105.0,450.0,7,Quận 11,41.15,5.81
_,20.0,2,0,1,1,40.0,270.0,7,Tân Bình,21.196,5.81
_,25.0,2,0,1,1,50.0,225.0,7,Quận 10,41.196,5.81
_,20.0,1,0,11,11,180.0,340.0,7,Tân Bình,21.196,5.81
_,30.0,1,0,11,11,145.0,295.0,7,Phú Nhuận,33.461,5.81
_,30.0,1,0,4,4,90.0,127.0,7,Quận 3,38.852,5.81
_,20.0,1,0,2,2,90.0,400.0,7,Tân Bình,21.196,5.81
_,20.0,1,0,3,3,36.0,180.0,7,Quận 10,41.196,5.81
_,20.0,1,0,6,6,32.0,70.0,7,Quận 1,18.523,5.81
_,15.0,0,0,1,1,69.0,350.0,7,Quận 10,41.196,5.81
_,30.0,1,0,2,2,72.0,180.0,7,Quận 3,38.852,5.81
_,35.0,1,0,3,3,55.0,140.0,7,Quận 3,38.852,5.81
_,20.0,1,0,2,2,19.0,100.0,7,Tân Bình,21.196,5.81
_,25.0,1,0,3,3,63.0,80.0,7,Quận 1,18.523,5.81
_,25.0,1,0,3,3,137.0,165.0,7,Quận 1,18.523,5.81
_,25.0,1,0,9,9,85.0,248.0,7,Phú Nhuận,33.461,5.81
_,23.0,1,1,2,10,67.0,673.0,7,Quận 12,11.745,5.81
_,12.0,1,1,2,2,33.0,76.0,7,Quận 3,38.852,5.81
_,60.0,1,0,3,6,29.0,90.0,7,Phú Nhuận,33.461,5.81
_,5.0,2,1,5,4,7.95,42.0,3,Hà Đông,8.021,6.27
_,2.0,2,1,4,4,6.8,90.0,4,Hồng Bàng,6.628,10.34
_,3.0,2,0,5,6,8.0,65.0,3,Đống Đa,37.161,6.27
_,40.0,1,1,4,4,7.0,52.0,3,Long Biên,5.394,6.27
_,12.0,2,1,5,6,22.0,70.0,3,Cầu Giấy,23.516,6.27
_,20.0,1,0,1,2,600.0,458.0,7,Quận 1,18.523,5.81
_,6.0,1,1,4,5,9.05,44.0,3,Đống Đa,37.161,6.27
_,7.0,1,1,8,24,53.0,190.0,3,Tây Hồ,6.578,6.27
_,8.0,2,1,1,1,5.5,50.0,3,Thanh Trì,4.342,6.27
_,30.0,1,1,5,5,30.0,100.0,7,Phú Nhuận,33.461,5.81
_,3.0,2,1,3,3,3.7,48.0,8,Hải Châu,8.649,2.58
_,20.0,1,0,7,15,170.0,150.0,7,Quận 1,18.523,5.81
_,12.0,1,1,8,7,24.8,100.0,3,Thanh Xuân,32.255,6.27
_,3.0,2,0,2,2,1.52,80.0,3,Thường Tín,1.953,6.27
_,4.0,2,0,3,4,5.2,62.0,0,Vũng Tàu,2.374,0.0
_,12.0,1,0,1,2,8.5,123.0,7,Quận 12,11.745,5.81
_,15.0,1,1,5,5,16.0,100.0,8,Hải Châu,8.649,2.58
_,4.0,2,1,2,2,4.1,48.0,7,Tân Phú,30.146,5.81
_,6.0,2,1,3,4,5.4,72.0,8,Liên Chiểu,2.616,2.58
_,10.0,1,0,1,2,8.5,105.0,7,Quận 12,11.745,5.81
_,5.0,1,1,5,4,9.5,45.0,3,Cầu Giấy,23.516,6.27
_,4.0,2,1,4,4,6.2,42.0,3,Hà Đông,8.021,6.27
_,15.0,1,1,6,5,10.3,55.0,3,Hà Đông,8.021,6.27
_,8.0,1,1,5,4,6.7,35.0,3,Thanh Trì,4.342,6.27
_,40.0,1,1,2,1,9.45,36.0,3,Hà Đông,8.021,6.27
_,15.0,1,1,5,5,24.88,84.0,3,Thanh Xuân,32.255,6.27
_,24.0,0,1,4,4,11.9,90.0,3,Hà Đông,8.021,6.27
_,14.0,0,1,4,4,7.05,45.0,3,Hà Đông,8.021,6.27
_,24.0,1,1,4,4,11.99,90.0,3,Hà Đông,8.021,6.27
_,12.0,0,1,4,4,6.99,50.0,3,Hà Đông,8.021,6.27
_,19.0,0,1,5,5,10.25,90.0,3,Hà Đông,8.021,6.27
_,24.0,1,1,4,4,11.73,90.0,3,Hà Đông,8.021,6.27
_,15.0,1,1,5,4,11.75,90.0,3,Hà Đông,8.021,6.27
_,12.0,1,1,4,4,12.92,87.0,3,Hà Đông,8.021,6.27
_,42.0,1,0,8,10,24.0,80.0,7,Bình Thạnh,23.998,5.81
_,40.0,1,0,2,4,23.5,90.0,7,Bình Thạnh,23.998,5.81
_,2.0,2,1,4,2,3.06,27.0,3,Hoàng Mai,12.564,6.27
_,15.0,1,1,4,4,20.0,135.0,3,Hai Bà Trưng,29.474,6.27
_,2.0,2,1,5,2,2.35,17.0,3,Hai Bà Trưng,29.474,6.27
_,15.0,1,0,3,4,68.6,139.0,7,Quận 1,18.523,5.81
_,262.0,0,1,3,4,16.5,262.0,8,Thanh Khê,19.48,2.58
_,4.0,2,1,4,4,3.28,34.0,3,Thanh Xuân,32.255,6.27
_,15.0,0,1,1,1,5.65,50.0,3,Hà Đông,8.021,6.27
_,30.0,0,1,4,5,14.8,120.0,3,Hà Đông,8.021,6.27
_,20.0,1,1,3,3,5.8,50.0,3,Hà Đông,8.021,6.27
_,6.0,2,0,1,4,5.8,60.0,7,Thủ Đức,4.791,5.81
_,15.0,1,0,2,5,36.5,90.0,7,Quận 5,36.994,5.81
_,6.0,2,0,1,3,2.1,52.0,7,Quận 10,41.196,5.81
_,8.0,2,0,2,4,6.5,52.0,7,Quận 3,38.852,5.81
_,10.0,1,0,3,33,33.0,216.0,7,Tân Bình,21.196,5.81
_,20.0,1,0,5,5,41.0,110.0,7,Quận 10,41.196,5.81
_,16.0,1,0,5,8,11.8,75.0,7,Tân Phú,30.146,5.81
_,40.0,1,1,5,6,16.9,104.0,3,Hà Đông,8.021,6.27
_,4.0,2,1,6,6,6.15,48.0,3,Cầu Giấy,23.516,6.27
_,20.0,1,0,10,15,397.0,437.0,7,Quận 3,38.852,5.81
_,5.0,2,1,4,4,9.76,66.0,3,Cầu Giấy,23.516,6.27
_,5.0,2,0,2,4,10.3,210.0,3,Long Biên,5.394,6.27
_,6.0,1,0,4,4,10.5,70.0,3,Long Biên,5.394,6.27
_,60.0,1,0,1,6,30.9,100.0,7,Quận 3,38.852,5.81
_,10.0,1,0,2,3,15.0,80.0,8,Hải Châu,8.649,2.58
_,8.0,0,1,5,4,9.6,77.0,3,Hà Đông,8.021,6.27
_,6.0,1,1,5,4,7.98,45.0,3,Hà Đông,8.021,6.27
_,10.0,2,1,3,4,8.99,60.0,7,Gò Vấp,34.36,5.81
_,5.0,2,1,5,4,7.9,50.0,3,Hà Đông,8.021,6.27
_,20.0,1,0,6,15,110.0,145.0,7,Quận 3,38.852,5.81
_,20.0,1,0,3,5,86.0,175.0,7,Quận 5,36.994,5.81
_,40.0,1,1,7,12,26.5,90.0,7,Tân Bình,21.196,5.81
_,7.0,2,1,4,6,20.95,75.0,3,Cầu Giấy,23.516,6.27
_,15.0,1,0,1,2,280.0,393.0,7,Quận 1,18.523,5.81
_,13.0,0,1,4,4,28.0,336.0,3,Gia Lâm,2.452,6.27
_,20.0,1,1,2,2,9.0,48.0,7,Tân Bình,21.196,5.81
_,3.0,2,1,3,3,7.3,75.0,3,Hà Đông,8.021,6.27
_,20.0,1,0,1,1,92.0,240.0,7,Tân Bình,21.196,5.81
_,4.0,2,1,5,6,9.0,65.0,3,Tây Hồ,6.578,6.27
_,7.0,2,1,2,4,9.8,60.0,7,Tân Bình,21.196,5.81
_,25.0,1,1,2,8,36.0,288.0,7,Tân Bình,21.196,5.81
_,12.0,1,1,8,1,69.0,200.0,7,Tân Bình,21.196,5.81
_,7.0,2,1,1,2,12.5,78.0,7,Tân Bình,21.196,5.81
_,8.0,2,1,1,2,7.0,60.0,7,Tân Bình,21.196,5.81
_,32.0,1,1,5,5,73.0,150.0,3,Đống Đa,37.161,6.27
_,25.0,1,1,4,6,90.0,350.0,3,Đống Đa,37.161,6.27
_,15.0,1,1,5,6,72.0,320.0,3,Tây Hồ,6.578,6.27
_,20.0,1,0,8,15,152.0,174.0,7,Quận 1,18.523,5.81
_,4.0,2,0,2,3,3.9,38.0,7,Bình Thạnh,23.998,5.81
_,3.0,2,1,5,4,5.0,48.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,4,5.5,42.0,3,Đống Đa,37.161,6.27
_,3.0,2,0,5,6,8.0,65.0,3,Đống Đa,37.161,6.27
_,20.0,1,0,12,30,780.0,600.0,7,Quận 1,18.523,5.81
_,20.0,1,0,1,1,750.0,1.077,7,Quận 1,18.523,5.81
_,3.0,2,1,4,4,5.4,46.0,3,Hoàng Mai,12.564,6.27
_,3.0,2,1,5,3,4.7,42.0,3,Hoàng Mai,12.564,6.27
_,3.0,2,1,5,5,6.2,55.0,3,Hoàng Mai,12.564,6.27
_,20.0,1,0,3,4,33.0,157.0,5,Nha Trang,1.662,10.35
_,18.0,0,0,3,5,28.0,330.0,5,Nha Trang,1.662,10.35
_,20.0,1,0,15,25,125.0,508.0,7,Quận 1,18.523,5.81
_,8.0,0,0,1,9,34.0,290.0,7,Tân Bình,21.196,5.81
_,18.0,1,0,2,10,70.0,168.0,3,Hoàn Kiếm,25.588,6.27
_,18.0,1,0,1,5,107.0,516.0,3,Hai Bà Trưng,29.474,6.27
_,10.0,1,1,3,5,14.2,103.0,0,Vũng Tàu,2.374,0.0
_,14.0,1,0,3,3,5.6,204.0,5,Nha Trang,1.662,10.35
_,7.0,1,0,2,4,3.5,52.0,7,Quận 10,41.196,5.81
_,6.0,2,1,2,3,3.1,56.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,2,4,2.2,60.0,7,Thủ Đức,4.791,5.81
_,18.0,1,1,2,10,49.0,212.0,3,Hoàn Kiếm,25.588,6.27
_,6.0,0,1,4,5,19.5,120.0,7,Bình Thạnh,23.998,5.81
_,15.0,1,1,6,7,12.0,60.0,7,Bình Thạnh,23.998,5.81
_,10.0,2,1,5,5,13.9,80.0,7,Bình Thạnh,23.998,5.81
_,15.0,1,0,6,10,45.0,170.0,7,Thủ Đức,4.791,5.81
_,12.0,1,1,5,6,9.9,80.0,7,Quận 6,32.439,5.81
_,18.0,1,0,2,4,86.0,206.0,3,Hoàn Kiếm,25.588,6.27
_,4.0,2,0,5,5,11.0,60.0,3,Thanh Xuân,32.255,6.27
_,16.0,0,1,6,8,19.5,100.0,7,Quận 10,41.196,5.81
_,30.0,1,0,4,6,32.0,90.0,7,Quận 10,41.196,5.81
_,30.0,1,0,6,10,30.0,100.0,7,Quận 5,36.994,5.81
_,30.0,1,1,4,4,22.0,62.0,3,Đống Đa,37.161,6.27
_,20.0,1,1,1,9,13.8,150.0,7,Quận 12,11.745,5.81
_,18.0,1,1,8,14,38.0,88.0,3,Hoàn Kiếm,25.588,6.27
_,10.0,1,1,1,4,1.6,125.0,7,Bình Chánh,2.792,5.81
_,18.0,1,1,1,1,87.0,280.0,3,Tây Hồ,6.578,6.27
_,18.0,1,1,21,41,838.0,2.112,3,Ba Đình,24.119,6.27
_,3.0,1,1,4,5,20.0,171.0,3,Thanh Xuân,32.255,6.27
_,6.0,1,1,4,5,43.0,140.0,3,Thanh Xuân,32.255,6.27
_,18.0,1,0,2,10,150.0,290.0,3,Hoàn Kiếm,25.588,6.27
_,6.0,1,0,4,6,10.0,32.0,3,Đống Đa,37.161,6.27
_,4.0,2,0,3,20,26.5,105.0,3,Đống Đa,37.161,6.27
_,18.0,1,1,7,35,218.0,400.0,3,Hoàn Kiếm,25.588,6.27
_,18.0,1,1,9,24,180.0,250.0,3,Hoàn Kiếm,25.588,6.27
_,18.0,1,1,9,27,123.0,236.0,3,Hai Bà Trưng,29.474,6.27
_,7.0,2,0,1,2,5.2,40.0,7,Gò Vấp,34.36,5.81
_,24.0,1,1,7,28,250.0,500.0,3,Ba Đình,24.119,6.27
_,18.0,1,1,5,10,38.5,75.0,3,Hoàn Kiếm,25.588,6.27
_,24.0,1,1,7,10,45.0,100.0,3,Hai Bà Trưng,29.474,6.27
_,20.0,1,1,2,6,28.0,127.0,7,Bình Thạnh,23.998,5.81
_,12.0,1,1,3,6,29.0,161.0,7,Bình Thạnh,23.998,5.81
_,18.0,1,1,10,20,80.0,198.0,3,Hoàn Kiếm,25.588,6.27
_,10.0,1,1,2,4,42.0,165.0,7,Bình Thạnh,23.998,5.81
_,10.0,1,1,2,4,39.0,230.0,7,Bình Thạnh,23.998,5.81
_,20.0,1,1,4,6,55.0,197.0,7,Bình Thạnh,23.998,5.81
_,12.0,1,1,3,6,75.0,375.0,7,Bình Thạnh,23.998,5.81
_,12.0,1,1,3,6,21.0,194.0,7,Bình Thạnh,23.998,5.81
_,5.0,0,0,5,6,11.599,50.0,3,Cầu Giấy,23.516,6.27
_,15.0,1,1,3,5,9.8,72.0,7,Quận 6,32.439,5.81
_,12.0,0,1,6,29,57.0,235.0,7,Thủ Đức,4.791,5.81
_,18.0,1,0,10,20,75.0,180.0,3,Đống Đa,37.161,6.27
_,24.0,1,1,1,1,150.0,525.0,3,Hoàn Kiếm,25.588,6.27
_,5.0,1,1,5,5,5.25,48.0,3,Thanh Xuân,32.255,6.27
_,18.0,0,0,4,4,18.0,305.0,5,Nha Trang,1.662,10.35
_,18.0,1,0,4,4,7.4,100.0,5,Nha Trang,1.662,10.35
_,5.0,2,0,3,3,3.3,100.0,8,Cẩm Lệ,4.45,2.58
_,4.0,2,0,5,4,8.3,60.0,3,Thanh Xuân,32.255,6.27
_,60.0,1,1,1,3,7.5,50.0,7,Quận 6,32.439,5.81
_,16.0,1,0,3,4,6.0,75.0,5,Nha Trang,1.662,10.35
_,18.0,1,1,8,32,66.0,958.0,3,Hoàng Mai,12.564,6.27
_,21.0,1,1,3,2,26.5,100.0,3,Long Biên,5.394,6.27
_,9.0,0,1,4,4,17.0,180.0,3,Long Biên,5.394,6.27
_,8.0,1,1,4,3,5.0,45.0,3,Long Biên,5.394,6.27
_,22.0,1,1,5,4,24.5,103.0,3,Long Biên,5.394,6.27
_,16.0,0,0,3,4,48.0,405.0,7,Gò Vấp,34.36,5.81
_,24.0,1,1,1,1,229.0,615.0,3,Hoàn Kiếm,25.588,6.27
_,30.0,1,0,3,4,5.8,77.0,5,Nha Trang,1.662,10.35
_,18.0,1,1,10,16,250.0,489.0,3,Ba Đình,24.119,6.27
_,18.0,1,1,9,16,115.0,260.0,3,Ba Đình,24.119,6.27
_,12.0,1,0,1,2,9.8,96.0,6,Đà Lạt,574.0,5.63
_,20.0,1,1,1,2,0.97,90.0,7,Bình Chánh,2.792,5.81
_,20.0,1,1,1,3,1.2,100.0,7,Bình Chánh,2.792,5.81
_,20.0,1,1,1,2,1.2,80.0,7,Bình Chánh,2.792,5.81
_,24.0,1,1,7,16,75.0,130.0,3,Hoàn Kiếm,25.588,6.27
_,18.0,1,1,3,10,80.0,350.0,3,Tây Hồ,6.578,6.27
_,25.0,1,1,7,12,20.0,90.0,7,Quận 5,36.994,5.81
_,20.0,1,0,3,10,30.0,240.0,7,Quận 6,32.439,5.81
_,10.0,1,1,1,3,3.2,197.0,0,Bà Rịa,1.195,0.0
_,18.0,1,1,5,8,38.5,130.0,3,Hai Bà Trưng,29.474,6.27
_,24.0,1,1,6,10,40.0,100.0,3,Hai Bà Trưng,29.474,6.27
_,18.0,1,0,3,4,5.5,62.0,5,Nha Trang,1.662,10.35
_,12.0,1,1,4,4,9.5,58.0,3,Hà Đông,8.021,6.27
_,3.0,1,1,1,2,1.4,35.0,7,Nhà Bè,2.06,5.81
_,20.0,1,1,6,6,15.4,40.0,3,Hai Bà Trưng,29.474,6.27
_,30.0,1,1,6,6,15.4,40.0,3,Hoàng Mai,12.564,6.27
_,15.0,1,1,3,2,179.0,335.0,3,Hoàn Kiếm,25.588,6.27
_,4.0,2,1,2,5,6.1,40.0,7,Quận 10,41.196,5.81
_,5.0,1,1,3,4,2.95,48.0,7,Gò Vấp,34.36,5.81
_,4.0,0,1,4,4,5.1,51.0,7,Phú Nhuận,33.461,5.81
_,4.0,2,1,1,2,3.85,43.0,7,Quận 1,18.523,5.81
_,7.0,2,1,7,3,14.7,50.0,3,Cầu Giấy,23.516,6.27
_,3.0,2,1,1,2,2.4,55.0,3,Đống Đa,37.161,6.27
_,5.0,2,1,7,4,13.8,49.0,3,Cầu Giấy,23.516,6.27
_,3.0,2,1,5,3,4.95,40.0,3,Đống Đa,37.161,6.27
_,4.0,2,1,3,4,7.6,40.0,7,Quận 10,41.196,5.81
_,8.0,1,1,5,11,58.0,152.0,7,Quận 5,36.994,5.81
_,3.0,2,1,1,2,2.25,52.0,7,Quận 12,11.745,5.81
_,5.0,2,1,2,4,2.6,52.0,7,Nhà Bè,2.06,5.81
_,3.0,2,1,5,3,5.5,45.0,3,Hoàng Mai,12.564,6.27
_,10.0,1,1,2,4,12.3,45.0,7,Quận 5,36.994,5.81
_,15.0,1,1,4,5,13.5,135.0,3,Thanh Xuân,32.255,6.27
_,10.0,1,1,5,4,30.0,90.0,3,Ba Đình,24.119,6.27
_,6.0,2,1,2,4,15.0,80.0,7,Quận 5,36.994,5.81
_,14.0,2,1,1,3,19.5,125.0,7,Quận 5,36.994,5.81
_,4.0,2,1,1,2,6.0,45.0,7,Tân Bình,21.196,5.81
_,10.0,1,1,2,2,4.0,40.0,7,Tân Phú,30.146,5.81
_,5.0,2,1,2,3,15.2,108.0,7,Quận 10,41.196,5.81
_,4.0,2,1,2,5,10.5,80.0,7,Quận 5,36.994,5.81
_,4.0,2,1,2,4,7.2,50.0,7,Tân Bình,21.196,5.81
_,20.0,1,1,10,60,95.0,375.0,8,Sơn Trà,2.483,2.58
_,6.0,1,1,3,4,7.5,47.0,6,Đà Lạt,574.0,5.63
_,6.0,2,1,4,5,6.75,91.0,7,Gò Vấp,34.36,5.81
_,7.0,2,1,5,3,8.8,39.0,3,Hai Bà Trưng,29.474,6.27
_,16.0,0,1,5,14,64.0,256.0,7,Tân Phú,30.146,5.81
_,8.0,1,1,3,4,11.5,90.0,7,Bình Tân,15.109,5.81
_,3.0,2,1,5,3,5.2,170.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,5,2,2.62,65.0,3,Hai Bà Trưng,29.474,6.27
_,10.0,2,1,2,3,11.9,75.0,7,Bình Thạnh,23.998,5.81
_,5.0,2,1,2,4,9.0,192.0,7,Bình Tân,15.109,5.81
_,5.0,2,1,5,6,18.5,55.0,3,Đống Đa,37.161,6.27
_,5.0,2,1,5,4,18.5,55.0,3,Đống Đa,37.161,6.27
_,6.0,1,1,8,27,19.5,90.0,3,Ba Đình,24.119,6.27
_,6.0,2,1,3,3,2.21,58.0,7,Quận 10,41.196,5.81
_,16.0,1,0,2,4,20.7,300.0,7,Tân Phú,30.146,5.81
_,12.0,1,1,4,4,7.9,100.0,7,Quận 8,22.118,5.81
_,20.0,1,1,2,20,22.0,303.0,7,Quận 8,22.118,5.81
_,7.0,1,1,3,7,9.6,145.0,8,Hải Châu,8.649,2.58
_,5.0,2,1,3,3,2.21,56.0,7,Phú Nhuận,33.461,5.81
_,4.0,2,1,2,3,2.8,45.0,7,Quận 7,10.088,5.81
_,15.0,1,1,3,4,15.5,100.0,8,Ngũ Hành Sơn,2.248,2.58
_,7.0,2,1,3,4,6.5,68.0,7,Tân Phú,30.146,5.81
_,30.0,1,1,2,2,26.0,151.0,7,Bình Thạnh,23.998,5.81
_,30.0,1,1,3,3,25.5,125.0,7,Bình Thạnh,23.998,5.81
_,30.0,1,1,3,3,75.0,360.0,7,Quận 1,18.523,5.81
_,22.0,1,1,6,4,21.0,86.0,7,Bình Thạnh,23.998,5.81
_,5.0,2,1,7,30,13.58,160.0,7,Bình Thạnh,23.998,5.81
_,4.0,1,1,5,5,7.49,78.0,7,Phú Nhuận,33.461,5.81
_,17.0,1,1,6,6,18.89,82.0,3,Hà Đông,8.021,6.27
_,16.0,1,1,2,3,15.5,79.0,7,Quận 11,41.15,5.81
_,10.0,1,1,3,4,7.9,110.0,7,Quận 8,22.118,5.81
_,20.0,1,1,2,4,25.0,80.0,7,Quận 3,38.852,5.81
_,20.0,1,1,2,4,24.9,76.0,7,Quận 3,38.852,5.81
_,5.0,2,1,1,2,5.6,64.0,7,Quận 7,10.088,5.81
_,3.0,2,1,3,3,4.65,51.0,7,Quận 7,10.088,5.81
_,20.0,1,1,1,3,10.0,90.0,7,Quận 12,11.745,5.81
_,11.0,1,1,2,2,6.65,71.0,8,Liên Chiểu,2.616,2.58
_,20.0,1,0,5,5,21.5,450.0,3,Hà Đông,8.021,6.27
_,6.0,2,1,5,3,7.9,45.0,3,Hoàng Mai,12.564,6.27
_,7.0,2,1,4,4,12.0,55.0,3,Ba Đình,24.119,6.27
_,14.0,1,1,3,5,20.0,297.0,7,Quận 12,11.745,5.81
_,20.0,1,0,5,6,24.0,64.0,7,Quận 10,41.196,5.81
_,20.0,1,1,5,6,33.9,60.0,7,Quận 3,38.852,5.81
_,12.0,1,1,4,6,39.0,102.0,7,Quận 3,38.852,5.81
_,5.0,2,1,4,5,7.3,81.0,7,Quận 7,10.088,5.81
_,4.0,2,0,2,2,2.3,28.0,7,Gò Vấp,34.36,5.81
_,3.0,1,0,5,3,4.499,36.0,3,Đống Đa,37.161,6.27
_,8.0,1,0,4,4,5.85,40.0,3,Hà Đông,8.021,6.27
_,4.0,2,1,2,2,1.9,45.0,8,Sơn Trà,2.483,2.58
_,3.0,2,1,4,5,4.15,47.0,3,Nam Từ Liêm,8.364,6.27
_,7.0,1,1,6,5,16.0,72.0,3,Nam Từ Liêm,8.364,6.27
_,3.0,2,1,5,12,5.7,62.0,3,Nam Từ Liêm,8.364,6.27
_,15.0,1,0,2,3,8.5,72.0,7,Quận 12,11.745,5.81
_,2.0,2,1,5,3,4.35,32.0,3,Thanh Xuân,32.255,6.27
_,4.0,2,1,6,6,11.0,70.0,3,Hoàng Mai,12.564,6.27
_,40.0,0,1,5,4,40.0,199.0,3,Tây Hồ,6.578,6.27
_,30.0,1,1,10,10,90.0,181.0,3,Đống Đa,37.161,6.27
_,40.0,0,1,5,6,68.0,256.0,3,Hoàng Mai,12.564,6.27
_,20.0,2,1,5,5,19.0,55.0,3,Đống Đa,37.161,6.27
_,15.0,1,1,1,2,27.5,160.0,7,Tân Bình,21.196,5.81
_,50.0,1,1,4,3,25.8,178.0,7,Quận 3,38.852,5.81
_,2.0,2,1,4,4,3.06,28.0,3,Hai Bà Trưng,29.474,6.27
_,20.0,1,1,9,9,36.5,100.0,3,Nam Từ Liêm,8.364,6.27
_,10.0,1,1,2,2,3.2,54.0,7,Thủ Đức,4.791,5.81
_,5.0,1,0,7,3,12.5,50.0,3,Thanh Xuân,32.255,6.27
_,5.0,2,1,4,4,8.8,50.0,3,Đống Đa,37.161,6.27
_,3.0,2,1,4,3,2.75,25.0,3,Đống Đa,37.161,6.27
_,16.0,1,1,6,8,70.0,160.0,7,Quận 1,18.523,5.81
_,30.0,1,1,5,5,62.0,300.0,7,Quận 10,41.196,5.81
_,5.0,2,1,6,10,23.0,145.0,7,Quận 1,18.523,5.81
_,30.0,1,1,4,5,45.0,75.0,7,Quận 3,38.852,5.81
_,20.0,1,1,7,25,30.0,100.0,7,Bình Thạnh,23.998,5.81
_,40.0,1,1,5,5,33.0,49.0,7,Quận 3,38.852,5.81
_,40.0,1,1,6,10,34.0,72.0,7,Quận 3,38.852,5.81
_,30.0,1,1,5,5,22.0,75.0,7,Quận 10,41.196,5.81
_,6.0,1,1,8,7,145.0,205.0,7,Quận 3,38.852,5.81
_,10.0,2,1,1,1,33.0,230.0,7,Quận 3,38.852,5.81
_,12.0,1,1,8,8,75.0,300.0,7,Quận 3,38.852,5.81
_,40.0,1,1,8,8,60.0,320.0,7,Phú Nhuận,33.461,5.81
_,20.0,1,1,2,3,35.0,250.0,7,Quận 1,18.523,5.81
_,12.0,1,1,7,7,35.0,125.0,7,Quận 3,38.852,5.81
_,10.0,1,1,5,5,20.0,70.0,7,Quận 3,38.852,5.81
_,20.0,1,1,9,9,128.0,220.0,7,Quận 1,18.523,5.81
_,30.0,1,1,7,12,37.0,105.0,7,Quận 10,41.196,5.81
_,30.0,1,1,6,6,10.5,60.0,3,Hà Đông,8.021,6.27
_,15.0,1,1,3,4,9.1,91.0,8,Sơn Trà,2.483,2.58
_,4.0,2,1,2,4,9.2,91.0,7,Quận 10,41.196,5.81
_,30.0,1,1,5,5,46.0,180.0,7,Thủ Đức,4.791,5.81
_,10.0,2,1,3,4,11.0,82.0,7,Bình Thạnh,23.998,5.81
_,12.0,2,1,4,16,11.4,306.0,7,Gò Vấp,34.36,5.81
_,32.0,1,1,5,6,25.0,150.0,7,Quận 5,36.994,5.81
_,2.0,2,1,4,4,3.15,31.0,3,Hai Bà Trưng,29.474,6.27
_,5.0,2,0,2,3,5.6,98.0,7,Quận 12,11.745,5.81
_,4.0,2,1,5,9,6.0,55.0,7,Bình Thạnh,23.998,5.81
_,5.0,2,0,2,3,5.3,52.0,7,Bình Thạnh,23.998,5.81
_,8.0,1,1,3,3,6.1,46.0,7,Bình Thạnh,23.998,5.81
_,5.0,1,1,5,4,7.5,45.0,3,Đống Đa,37.161,6.27
